name,location,continent,designer,construction,restraint,opening_year,launch,type,height,inversions,speed,length,score
547,Greenland,1,50,5,5,1994,4,NA,NA,0,NA,NA,24.6
548,Bagatelle,2,40,5,2,NA,4,95,42.6504,0,29.204437,1377.936,24.6
550,Europark,2,50,5,5,2004,4,57,98.424,4,40.389115,NA,24.3
551,Nigloland,2,45,5,2,1995,11,NA,49.212,0,40.389115,1476.36,24.1
552,Freizeitpark Plohn,2,56,5,2,NA,1,22,NA,0,NA,1640.4,24
554,Legendia,2,47,5,5,2007,4,57,NA,2,NA,NA,23.8
556,Parc Saint Paul,2,50,5,2,2014,1,NA,36.0888,0,NA,721.776,23.7
560,Bakken,2,56,5,NA,1980,NA,NA,NA,0,NA,NA,23
561,Blackpool Pleasure Beach,2,9,5,2,1934,4,NA,NA,0,NA,2296.56,22.8
564,Adventureland,3,21,5,5,1991,4,62,88.5816,2,NA,2250.6288,22.4
566,Legoland Florida,3,50,5,2,2004,1,NA,42.6504,0,28.583066,1099.068,22.2
567,Europark,2,29,5,2,2009,NA,14,NA,0,NA,NA,22.1
571,Jardin d'Acclimatation,2,47,5,2,1999,11,14,NA,0,24.85484,NA,21.7
572,Farup Sommerland,2,40,5,2,2001,4,NA,42.6504,0,29.204437,1377.936,21.7
573,Legoland Billund,2,29,5,2,1997,11,14,NA,0,NA,NA,21.6
575,Luna Park,3,55,5,5,2010,4,87,NA,0,NA,1378,21.5
576,Skyline Park,2,31,5,NA,2013,NA,NA,NA,0,NA,NA,21.2
577,Carowinds,3,7,5,2,1994,4,NA,82.02,0,50.331051,3156.1296,20.9
579,Bakken,2,29,8,3,NA,NA,NA,NA,0,NA,NA,20.5
580,Jardin d'Acclimatation,2,40,5,2,NA,4,95,19.6848,0,NA,NA,20.5
583,Six Flags Great Adventure,3,22,9,2,1996,1,91,39.3696,0,32.932663,NA,20
584,PowerPark,2,16,8,2,2011,4,NA,32.808,0,NA,1377.936,19.9
586,Dennlys Parc,2,47,5,2,2003,4,NA,NA,0,NA,NA,19.8
589,Lake Compounce,3,10,5,2,1927,4,NA,85.3008,0,47.845567,2746.0296,19.6
590,Indiana Beach,3,7,9,NA,2002,4,NA,36.0888,0,19.883872,1400.9016,19.6
592,Chessington World of Adventures,2,29,5,2,1987,NA,14,19.6848,0,22.369356,803.796,19.4
594,Tibidabo,2,55,5,2,NA,11,14,NA,0,NA,NA,18.8
595,Universal Studios Singapore,1,50,5,2,2010,4,46,NA,0,NA,1148.28,18.7
597,Farup Sommerland,2,50,5,2,1992,1,NA,42.6504,0,28.583066,1099.068,18.5
599,Tivoli Friheden,2,43,5,5,2008,4,NA,68.8968,3,40.389115,1312.32,18.4
602,Kings Island,3,50,5,5,2001,4,NA,49.212,0,26.097582,1122.0336,18
603,Carowinds,3,4,5,5,1992,4,NA,88.5816,2,50.331051,2040.6576,17.9
604,Fraispertuis City,2,47,5,2,1987,4,NA,NA,0,NA,NA,17.8
605,Parc Asterix,2,56,5,2,NA,1,22,36.0888,0,26.097582,1345.128,17.6
606,Walibi Rhône Alpes,2,55,5,2,2002,4,95,NA,0,NA,721.776,17.4
608,La Ronde,3,22,5,2,1994,1,NA,NA,0,NA,NA,17.4
609,Walygator Parc,2,50,5,5,NA,4,57,78.7392,3,39.767744,NA,17.4
611,Plopsaland,2,50,5,2,1990,1,NA,42.6504,0,27.961695,1099.068,17.3
612,Universal Studios Singapore,1,46,5,2,NA,4,22,NA,0,NA,NA,17.1
613,La Ronde,3,50,5,5,NA,4,81,111.5472,5,49.70968,2260.4712,17
614,Avonturenpark Hellendoorn,2,56,5,2,2005,1,NA,29.5272,0,24.233469,728.3376,17
616,Wiener Prater,2,18,5,2,NA,17,40,32.808,0,24.85484,774.2688,17
617,Linnanmäki,2,29,5,2,2004,NA,NA,55.7736,0,36.039518,1102.3488,17
618,Adventure Island,2,56,5,2,1999,1,91,42,0,NA,NA,16.5
619,Movieland Park,2,45,5,2,2010,11,NA,36.0888,0,NA,1361.532,16.3
622,Skyline Park,2,6,5,2,2001,17,NA,NA,0,NA,NA,15.9
623,Carowinds,3,2,3,2,1973,4,65,NA,0,NA,2398.2648,15.7
624,Gardaland,2,16,5,2,2016,4,NA,45.9312,0,7.456452,NA,15.6
630,Parc Saint Paul,2,55,5,2,2007,4,95,42.6504,0,33.554034,NA,14.6
633,Indiana Beach,3,45,NA,2,1984,4,NA,45.9312,0,31.06855,1765.0704,14.4
635,Foire,1,47,5,2,1992,10,16,NA,0,NA,NA,14.2
636,Adventureland,3,53,5,2,1978,4,NA,91.8624,0,57.787503,2841.1728,14.1
637,Disneyland,3,50,5,2,1993,1,NA,29.5272,0,21.747985,679.1256,14.1
638,Jardin d'Acclimatation,2,47,5,2,1987,4,NA,16.404,0,NA,656.16,13.9
640,Skara Sommarland,2,29,1,2,1987,NA,NA,NA,0,NA,NA,13.6
641,Drievliet Family Park,2,31,5,2,2001,1,NA,NA,0,NA,NA,13.3
643,Legendia,2,49,5,2,NA,4,100,NA,0,NA,NA,13
646,Cigoland,2,47,5,2,2002,NA,65,22.9656,0,22.369356,NA,12.7
647,Wiener Prater,2,40,5,2,NA,4,95,42.6504,0,29.204437,1377.936,12.6
649,Six Flags Great Adventure,3,2,5,2,1974,4,65,NA,0,37.903631,NA,12.4
650,Magic Park Land,2,16,5,5,NA,4,95,42.6504,0,29.204437,1377.936,12.3
652,Bobbejaanland,2,29,5,2,NA,4,95,45.9312,0,27.961695,1213.896,12
656,Didiland,2,47,5,2,2e3,4,47,NA,0,NA,NA,11.7
657,Blackpool Pleasure Beach,2,50,5,5,2007,4,NA,111.5472,5,49.70968,2260.4712,11.6
658,Disney's Animal Kingdom,3,40,5,2,NA,4,95,42.6504,0,29.204437,1377.936,11.4
659,Gardaland,2,42,5,5,2005,NA,75,98.424,0,NA,NA,11.4
660,Disney California Adventure,3,29,5,2,2001,4,95,NA,0,27.340324,NA,11.3
664,Foire,1,40,5,NA,NA,NA,NA,NA,0,NA,NA,10.7
665,Fun Spot Kissimmee,3,55,NA,3,2011,NA,NA,42.6504,0,29.204437,1377.936,10.5
666,Universal Studios Singapore,1,55,5,3,NA,15,22,55.7736,0,NA,1400.9016,10.4
670,Parc Asterix,2,50,5,5,NA,4,57,121.3896,7,46.602825,3116.76,10
671,Bobbejaanland,2,50,5,5,1987,4,NA,82.02,0,27.961695,1968.48,10
672,Carowinds,3,50,5,5,NA,1,22,49.212,0,26.097582,1122.0336,9.6
673,Six flags Over Texas,3,2,5,2,1966,4,65,36.0888,0,NA,2398.2648,9.4
674,South Pier,2,40,NA,2,2018,NA,NA,NA,0,NA,NA,9.2
676,Papea Parc,2,47,5,2,1995,4,22,NA,0,NA,NA,8.8
677,Foire,1,40,5,2,1996,4,NA,42.6504,0,31.06855,1377.936,8.8
679,Tivoli Friheden,2,36,5,2,1986,4,57,36.0888,1,NA,1197.492,8
681,Drayton Manor,2,55,5,2,1987,NA,14,NA,0,NA,NA,7.9
682,Brighton pier,2,36,5,5,NA,4,57,36.0888,1,NA,1197.492,7.8
687,Dennlys Parc,2,38,5,2,2010,4,NA,32.808,0,31.06855,1509.168,6.8
691,Legendia,2,49,5,2,NA,4,100,NA,0,NA,NA,6.4
693,Thorpe Park,2,29,5,2,1983,NA,14,19.6848,0,18.64113,767.7072,6.3
694,Beech Bend,3,44,5,2,2016,1,NA,NA,0,NA,NA,6.1
695,Mirabilandia,2,29,5,2,1992,NA,14,13.1232,0,22.369356,820.2,5.9
698,TusenFryd,2,50,5,5,1988,4,56,61,2,40,NA,5.7
699,Le Fleury,2,36,5,3,2016,4,101,55.7736,0,NA,NA,5.3
702,Foire,1,47,5,5,1995,4,NA,91.8624,0,55.92339,2362.176,5
706,Mirabilandia,2,38,5,2,2011,4,22,36.0888,0,NA,1410.744,4.1
709,Särkänniemi Amusement Park,2,55,5,1,2005,11,NA,49.212,2,25.476211,1282.7928,3.7
713,Schloss Beck Freizeitpark,2,56,7,3,NA,NA,NA,NA,0,NA,NA,3
719,Canada's Wonderland,3,50,5,5,NA,4,81,108.2664,5,49.70968,3244.7112,2.2
722,Energylandia,2,44,5,5,NA,4,95,42.6504,0,NA,1049.856,0.6
