name,location,continent,designer,construction,restraint,opening_year,launch,type,height,inversions,speed,length,score
PowderKeg,Silver Dollar City,North America,S&S,Steel,Lap bar,,"Chain lift hill, Compressed air launch",Air Powered,98.424,0,62.1371,3503.8944,84.3
Raptor,Gardaland,Europe,B&M,Steel,Shoulder harness,2011,Chain lift hill,,108.2664,3,55.92339,2526.216,84.2
Wildfire,Silver Dollar City,North America,B&M,Steel,Shoulder harness,,Chain lift hill,Looper,121.3896,5,65.865326,3074.1096,84.2
Verbolten,Busch Gardens Williamsburg,North America,Zierer,Steel,Lap bar,2012,Magnetic Launch (LIM/LSM),Launched,,0,52.816535,2834.6112,84.1
Hair Raiser,Ocean Park,Asia,B&M,Steel,Shoulder harness,,Chain lift hill,Looper,114.828,4,55.92339,2788.68,84.1
Expedition Everest,Disney's Animal Kingdom,North America,Vekoma,Steel,Lap bar,2006,Chain lift hill,Freeform Mine Train,111.5472,0,49.70968,4399.5528,84
Star Trek: Operation Enterprise,Movie Park Germany,Europe,Mack,Steel,Lap bar,2017,Magnetic Launch (LIM/LSM),Looper,147.636,3,55.92339,2362.176,83.9
Revenge of the Mummy,Universal Studios Singapore,Asia,Premier Rides,Steel,Shoulder harness,2010,Magnetic Launch (LIM/LSM),Indoor Launched,45,0,44.738712,2198.136,83.9
Monster,Adventureland,North America,Gerstlauer,Steel,Lap bar,2016,Chain lift hill,Infinity,134.5128,5,65.243955,2499.9696,83.8
El Toro,Freizeitpark Plohn,Europe,GCI,Wooden,Lap bar,2009,Chain lift hill,Twister,91.8624,0,46.602825,2460.6,83.8
Olympia looping,Foire,Asia,Schwarzkopf,Steel,Shoulder harness,1989,Booster wheel lift hill,Looper,124.6704,5,49.70968,4101,83.5
Kraken,SeaWorld Orlando,North America,B&M,Steel,Shoulder harness,2000,Chain lift hill,,150.9168,7,65.243955,4176.4584,83.5
Karacho,Tripsdrill,Europe,Gerstlauer,Steel,Lap bar,2013,Magnetic Launch (LIM/LSM),Infinity,104.9856,0,62.1371,2296.56,83.5
Oblivion,Alton Towers,Europe,B&M,Steel,Shoulder harness,1998,Chain lift hill,Dive,65.616,0,68.35081,1220.4576,83.2
"Volcano, the Blast Coaster",Kings Dominion,North America,Intamin,Steel,Shoulder harness,1998,Magnetic Launch (LIM/LSM),,154.1976,4,69.593552,2755.872,83.2
Intimidator,Carowinds,North America,B&M,Steel,Lap bar,2010,,Hyper,232.9368,0,74.56452,5314.896,83.2
Big Grizzly Mountain Runaway Mine Cars,Hong Kong Disneyland,Asia,Vekoma,Steel,Lap bar,2012,"Chain lift hill, Magnetic Launch (LIM/LSM)",Mine Train,,0,34.796776,3608.88,83
The Swarm,Thorpe Park,Europe,B&M,Steel,Shoulder harness,2012,Chain lift hill,,127.9512,4,,2542.62,82.8
Formuła,Energylandia,Europe,Vekoma,Steel,Shoulder harness,,Magnetic Launch (LIM/LSM),Looper,82.02,3,49.088309,1837.248,82.7
Formula Rossa,Ferrari World,Asia,Intamin,Steel,Lap bar,2010,Hydraulic cable launch,Launched,170.6016,0,149.12904,6561.6,82.7
Raptor,Cedar Point,North America,B&M,Steel,Shoulder harness,1994,Chain lift hill,,137.7936,6,57.166132,3789.324,82.5
Silverstar,Europa Park,Europe,B&M,Steel,Lap bar,,Chain lift hill,"Hyper, Out & Back",239.4984,0,78.914117,5314.896,82.4
Boulder Dash,Lake Compounce,North America,CCI,Wooden,Lap bar,2000,Chain lift hill,Out & Back,114.828,0,60.272987,4724.352,82.4
Leviathan,Canada's Wonderland,North America,B&M,Steel,Lap bar,2012,Chain lift hill,"Giga, Hyper",305.1144,0,91.962908,5485.4976,82
Dragon Khan,Port Aventura,Europe,B&M,Steel,Shoulder harness,1995,Chain lift hill,Looper,147.636,8,65.243955,4166.616,81.9
Gold Rush,Attractiepark Slagharen,Europe,Gerstlauer,Steel,Lap bar,2017,Magnetic Launch (LIM/LSM),Infinity,108.2664,2,55.92339,1312.32,81.9
Yukon Quad,Le Pal,Europe,Intamin,Steel,Lap bar,2018,Tire propelled launch,Family Launch Coaster,39.3696,0,52.816535,3280.8,81.6
Hollywood Dream : The Ride,Universal Studios Japan,Asia,B&M,Steel,Lap bar,2007,Chain lift hill,Megacoaster,144.3552,0,55.92339,3936.96,81.5
Flug der Dämonen,Heide Park,Europe,B&M,Steel,Flying restraint,2014,Chain lift hill,,164.04,5,62.1371,2532.7776,81.5
Joris en de Draak (Vuur),Efteling,Europe,GCI,Wooden,Lap bar,2010,Chain lift hill,Twister,72.1776,0,46.602825,2585.2704,81.4
Flight Deck,California's Great America,North America,B&M,Steel,Lap bar,1993,Chain lift hill,,101.7048,3,50.331051,2260.4712,81.4
The Smiler,Alton Towers,Europe,Gerstlauer,Steel,Lap bar,2013,Chain lift hill,Infinity,98.424,14,52.816535,3838.536,81.3
Wild Eagle,Dollywood,North America,B&M,Steel,Shoulder harness,2012,Chain lift hill,,209.9712,4,60.894358,3126.6024,81.1
Joris en de Draak (Water),Efteling,Europe,GCI,Wooden,Lap bar,2010,Chain lift hill,Twister,72.1776,0,46.602825,2585.2704,80.3
Shock,Rainbow MagicLand,Europe,Maurer,Steel,Lap bar,2011,Magnetic Launch (LIM/LSM),Looper,114.828,1,62.1371,2460.6,80.3
Superman - Ride Of Steel,Six Flags America,North America,Intamin,Steel,Lap bar,2000,Chain lift hill,Megacoaster,196.848,0,72.700407,5347.704,80.2
Timber,Walibi Rhône Alpes,Europe,Gravity Group,Wooden,Lap bar,2016,Chain lift hill,Twister,55.7736,0,40.389115,1463.2368,79.2
Lisebergbanan,Liseberg,Europe,Schwarzkopf,Steel,Lap bar,1987,Chain lift hill,Terrain,147.636,0,49.70968,5078.6784,79
Silver Bullet,Knott's Berry Farm,North America,B&M,Steel,Shoulder harness,2004,Chain lift hill,,147.636,6,55.302019,3126.6024,79
Anubis,Plopsaland,Europe,Gerstlauer,Steel,Shoulder harness,,Magnetic Launch (LIM/LSM),Looper,111.5472,3,55.92339,1968.48,78.9
Great Bear,Hersheypark,North America,B&M,Steel,Shoulder harness,1998,Chain lift hill,,88.5816,4,57.787503,2798.5224,78.9
Rutschebanen,Tivoli Gardens,Europe,L.A. Thompson Scenic Railway,Wooden,Lap bar,,Cable lift hill,Out & Back,42.6504,0,31.06855,2362.176,78.4
Hangtime,Knott's Berry Farm,North America,Gerstlauer,Steel,Lap bar,,Chain lift hill,"Looper, Infinity",150.9168,4,57.166132,2198.136,78.4
Thunder dolphin,Tokyo dome city,Asia,Intamin,Steel,Lap bar,2003,Cable lift hill,Hyper,262.464,0,80.77823,3510.456,78.3
Inferno,CineCittà World,Europe,Intamin,Steel,None,,,"Family, Free Fall",65.616,0,,1499.3256,78.3
Dominator,Kings Dominion,North America,B&M,Steel,Shoulder harness,2008,Chain lift hill,,157.4784,5,65.243955,4209.2664,78.1
Fahrenheit,Hersheypark,North America,Intamin,Steel,Lap bar,2008,Chain lift hill,Looper,121.3896,6,57.787503,2700.0984,78.1
The Voyage,Holiday World,North America,Gravity Group,Wooden,Lap bar,2006,Chain lift hill,Twister,160.7592,0,67.108068,6440.2104,77.8
Wood Express,Parc Saint Paul,Europe,Gravity Group,Hybrid,Lap bar,2018,Chain lift hill,"Twister, Family",49.212,0,37.903631,1571.5032,77.6
Altair,CineCittà World,Europe,Intamin,,None,2014,,,108.2664,0,52.816535,2870.7,77.3
Pulsar,Walibi Belgium,Europe,Mack,Steel,Lap bar,,Magnetic Launch (LIM/LSM),Shuttle,147.636,0,62.1371,711.9336,77.2
Krake,Heide Park,Europe,B&M,Steel,Shoulder harness,2011,Chain lift hill,Dive,134.5128,1,,1561.6608,77
Batman : Arkham Asylum,Parque Warner Madrid,Europe,B&M,Steel,Shoulder harness,2002,Chain lift hill,Batman Inverted Coaster,104.9856,5,49.70968,2700.0984,76.9
Superman - Ultimate Flight,Six Flags Great Adventure,North America,B&M,Steel,Flying restraint,2003,Chain lift hill,,104.9856,2,50.952422,2759.1528,76.7
Banshee,Kings Island,North America,B&M,Steel,Shoulder harness,2014,Chain lift hill,,167.3208,7,68.35081,4133.808,76.5
Dæmonen,Tivoli Gardens,Europe,B&M,Steel,Shoulder harness,,Chain lift hill,Looper,91.8624,3,47.845567,1850.3712,76.3
Bizarro,Six Flags Great Adventure,North America,B&M,Steel,Shoulder harness,1999,Chain lift hill,,141.0744,7,60.894358,3982.8912,76.1
Twister,Gröna Lund,Europe,Gravity Group,Wooden,Lap bar,2011,Chain lift hill,Twister,49.212,0,37.903631,1574.784,76.1
Megafobia,Oakwood,Europe,CCI,Wooden,Lap bar,1996,Chain lift hill,Twister,85.3008,0,47.845567,2956.0008,76
Sky Scream,Holiday Park,Europe,Premier Rides,Steel,Lap bar,2014,Magnetic Launch (LIM/LSM),Looping,150.9168,1,62.1371,853.008,75.5
Thunderbird,PowerPark,Europe,GCI,Wooden,Lap bar,2006,Chain lift hill,Twister,88.5816,0,46.602825,2788.68,75.3
Wooden Warrior,Quassy Amusement Park,North America,Gravity Group,Wooden,Lap bar,2011,Chain lift hill,Twister,36.0888,0,34.796776,1240.1424,75
Lynet,Farup Sommerland,Europe,Gerstlauer,Steel,Shoulder harness,2008,Hydraulic cable launch,Looper,65.616,2,49.70968,1771.632,75
X-Flight,Six Flags Great America,North America,B&M,Steel,Flying restraint,2012,Chain lift hill,,121.3896,5,55.92339,3001.932,75
Superman - Ultimate Flight,Six Flags Great America,North America,B&M,Steel,Flying restraint,2003,Chain lift hill,,104.9856,2,50.952422,2798.5224,74.9
Tornado,Särkänniemi Amusement Park,Europe,Intamin,Steel,Shoulder harness,2001,Chain lift hill,,82.02,5,46.602825,2296.56,74.6
Tennessee Tornado,Dollywood,North America,Arrow,Steel,Shoulder harness,1999,Chain lift hill,Looper,164.04,3,62.758471,2683.6944,74.5
White Lightning,Fun Spot America,North America,GCI,Wooden,Lap bar,2013,Chain lift hill,Out & Back,75.4584,0,46.602825,1968.48,74.4
Phantom's Revenge,Kennywood,North America,Arrow,Steel,Lap bar,1991,Chain lift hill,Hyper,229.656,0,82.020972,3198.78,74.3
Pegase Express,Parc Asterix,Europe,Gerstlauer,Steel,Lap bar,2017,"Chain lift hill, Booster wheel lift hill, Tire propelled launch",,68.8968,0,32.311292,3044.5824,74.2
Heidi the Ride,Plopsaland,Europe,GCI,Wooden,Lap bar,2017,Chain lift hill,"Out & Back, Family",72.1776,0,43.49597,2034.096,74.2
Winja's Force,Phantasialand,Europe,Maurer,Steel,Lap bar,2002,Vertical lift,,55.7736,0,37.28226,1345.128,74.1
Revenge of the Mummy the Ride,Universal Studios Hollywood,North America,Premier Rides,,Lap bar,2004,Magnetic Launch (LIM/LSM),,45.9312,0,39.767744,1906.1448,74.1
Superman Ultimate Fight,Six Flags Discovery Kingdom,North America,Premier Rides,Steel,Lap bar,2012,Magnetic Launch (LIM/LSM),,147.636,1,59.651616,,73.7
GhostRider,Knott's Berry Farm,North America,GCI,Wooden,Lap bar,1998,Chain lift hill,Twister,118.1088,0,55.92339,4534.0656,73.4
Colorado Adventure,Phantasialand,Europe,Vekoma,Steel,Lap bar,1996,Booster wheel lift hill,Mine Train,85.3008,0,31.06855,4199.424,73.3
Abismo,Parque de Atracciones de Madrid,Europe,Maurer,Steel,Lap bar,2006,Chain lift hill,X Car,150.9168,2,65.243955,1476.36,73.3
Nemesis Inferno,Thorpe Park,Europe,B&M,Steel,Shoulder harness,2003,Chain lift hill,,95.1432,4,47.845567,2460.6,73.2
Big Thunder Mountain,Disneyland Park,Europe,Vekoma,Steel,Lap bar,1992,Chain lift hill,"Mine Train, Family",72.1776,0,37.28226,4921.2,73.2
Hydra the Revenge,Dorney Park,North America,B&M,Steel,Shoulder harness,,Chain lift hill,Looper,95.1432,7,52.816535,3198.78,73
Fujiyama,Fuji-Q Highland,Asia,Togo,Steel,Lap bar,1996,Chain lift hill,Hypercoaster,259.1832,0,80.77823,6709.236,72.9
Big Thunder Mountain,Tokyo Disneyland,Asia,Vekoma,Steel,Lap bar,1987,Chain lift hill,Mine Train,,0,37.28226,,72.4
Steel Force,Dorney Park,North America,Morgan,Steel,Lap bar,1997,Chain lift hill,Hyper,200.1288,0,74.56452,5597.0448,72.3
Rita,Alton Towers,Europe,Intamin,Steel,Shoulder harness,2005,Hydraulic cable launch,Rocket,68.8968,0,60.894358,2122.6776,71.9
The Wicker Man,Alton Towers,Europe,GCI,Wooden,Lap bar,2018,Chain lift hill,Twister,72.1776,0,44.117341,2027.5344,71.8
Muntanya Russa,Tibidabo,Europe,Vekoma,Steel,Lap bar,2008,Chain lift hill,,82.02,0,49.70968,2427.792,71.8
Raging Bull,Six Flags Great America,North America,B&M,Steel,Lap bar,1999,Chain lift hill,Hyper,203.4096,0,73.321778,5058.9936,71.7
Wicked Twister,Cedar Point,North America,Intamin,Steel,Shoulder harness,2002,Magnetic Launch (LIM/LSM),Shuttle,206.6904,0,72.079036,,71.5
Valravn,Cedar Point,North America,B&M,Steel,Vest restraint,,Chain lift hill,Dive,223.0944,3,74.56452,3444.84,71.5
Dwervelwind,Toverland,Europe,Mack,Steel,Lap bar,2012,Chain lift hill,,65.616,0,43.49597,1515.7296,71.3
Desert Race,Heide Park,Europe,Intamin,Steel,Lap bar,2007,Hydraulic cable launch,Rocket,62.3352,0,62.1371,2132.52,71.3
Winja's Fear,Phantasialand,Europe,Maurer,Steel,Lap bar,2002,Vertical lift,,55.7736,0,41.010486,1525.572,71.3
American Thunder,Six Flags St Louis,North America,GCI,Wooden,Lap bar,2008,Chain lift hill,,82.02,0,47.845567,2713.2216,71.2
Ukko,Linnanmäki,Europe,Maurer,Steel,Shoulder harness,2011,Chain lift hill,X Car,150.9168,2,65.243955,492.12,70.9
Juvelen,Djurs Sommerland,Europe,Intamin,Steel,Shoulder harness,2013,Tire propelled launch,Family Launch Coaster,39.3696,0,52.816535,3280.8,70.8
Thunderhead,Dollywood,North America,GCI,Wooden,Lap bar,2004,Chain lift hill,Twister,101.7048,0,55.302019,3231.588,70.7
Gold Striker,California's Great America,North America,GCI,Wooden,Lap bar,2013,Chain lift hill,Twister,108.2664,0,54.059277,3198.78,70.6
Giant Dipper,Santa Cruz Beach Boardwalk,North America,Unknown,Steel,Lap bar,1924,Chain lift hill,,68.8968,0,55.302019,2641.044,70.3
Batman The Ride,Six Flags Great Adventure,North America,B&M,Steel,Shoulder harness,1993,Chain lift hill,,104.9856,5,50.331051,2693.5368,70.1
Space Fantasy the Ride,Universal Studios Japan,Asia,Mack,Steel,Lap bar,2010,,,62.3352,0,,1919.268,69.7
Mind Bender,Six Flags Over Georgia,North America,Schwarzkopf,Steel,Shoulder harness,1978,Chain lift hill,Looper,82.02,2,50.331051,3254.5536,69.6
Boardwalk Bullet,Kemah Boardwalk,North America,Gravity Group,Wooden,Lap bar,2007,Chain lift hill,Twister,95.1432,0,50.952422,3234.8688,69.4
Mine Train Ulven,Bakken,Europe,Intamin,Steel,Lap bar,1997,Booster wheel lift hill,Mine Train,62.3352,0,40.389115,,69.1
Batman: The Ride,Six Flags Fiesta Texas,North America,S&S,Steel,Shoulder harness,2015,Chain lift hill,Free Spin,118.1088,0,37.903631,1017.048,69.1
Batman The Ride,Six Flags Over Georgia,North America,B&M,Steel,Shoulder harness,1997,Chain lift hill,,104.9856,5,50.331051,2700.0984,69
Vertical Velocity,Six Flags Discovery Kingdom,North America,Intamin,Steel,Shoulder harness,2001,Magnetic Launch (LIM/LSM),Shuttle,150.9168,1,65.243955,629.9136,68.8
Dragon's Fury,Chessington World of Adventures,Europe,Maurer,Steel,Lap bar,2004,Chain lift hill,,59.0544,0,,1771.632,68.7
Space Mountain,Disneyland,North America,Dynamic Attractions,Steel,Lap bar,2005,Chain lift hill,Indoor,75.4584,0,32.311292,3451.4016,68.6
Speed Monster,TusenFryd,Europe,Intamin,Steel,Shoulder harness,2006,Hydraulic cable launch,Rocket,131.232,3,55.92339,2263.752,68.4
Tempesto,Busch Gardens Williamsburg,North America,Premier Rides,Steel,Lap bar,2015,Magnetic Launch (LIM/LSM),Launched Looping,150.9168,1,62.1371,862.8504,68.3
Riddler's Revenge,Six Flags Magic Mountain,North America,B&M,Steel,Shoulder harness,1998,Chain lift hill,,154.1976,6,65.243955,4370.0256,68.2
Tarantula,Parque de Atracciones de Madrid,Europe,Maurer,Steel,Lap bar,2005,Chain lift hill,,72.1776,0,42.253228,2066.904,68.2
Thirteen,Alton Towers,Europe,Intamin,Steel,Lap bar,,"Booster wheel lift hill, Vertical lift",Free Fall,65.616,0,40.389115,2480.2848,68
Batwing,Six Flags America,North America,Vekoma,Steel,Flying restraint,2001,Chain lift hill,,114.828,5,50.331051,3339.8544,68
Vertical Velocity,Six Flags Great America,North America,Intamin,Steel,Shoulder harness,2001,Magnetic Launch (LIM/LSM),Shuttle,183.7248,0,70.214923,629.9136,67.9
Joker,Six Flags Great America,North America,S&S,Steel,Shoulder harness,2017,Chain lift hill,Free Spin,121.3896,0,37.903631,1017.048,67.7
Seven Dwarfs Mine Train,Shanghaï Disneyland,Asia,Vekoma,Steel,Lap bar,,Chain lift hill,Family,45.9312,0,31.06855,1909.4256,67.5
Steel Dragon 2000,Nagashima Spa Land,Asia,Morgan,Steel,Lap bar,2000,Chain lift hill,Giga,318.2376,0,95.069763,8133.1032,67.5
Steel Eel,SeaWorld San Antonio,North America,Morgan,Steel,Lap bar,1999,Chain lift hill,Megacoaster,150.9168,0,65.243955,3700.7424,67.4
Orkanen,Farup Sommerland,Europe,Vekoma,,Shoulder harness,2013,Booster wheel lift hill,,62.3352,0,46.602825,1486.2024,67.4
Batman The Ride,Six Flags Great America,North America,B&M,Steel,Shoulder harness,1992,Chain lift hill,,101.7048,5,50.331051,2700.0984,67
"Hollywood Rip, Ride, Rockit",Universal Studios Florida,North America,Maurer,Steel,Lap bar,2009,Chain lift hill,X Car,167.3208,0,65.243955,,66.8
Kirnu,Linnanmäki,Europe,Intamin,Steel,Shoulder harness,2007,Chain lift hill,ZacSpin,85.3008,0,37.28226,465.8736,66.7
Wild West Mine Train,Ocean Park,Asia,Zamperla,Steel,Lap bar,1999,,Mine Train,68.8968,0,46.602825,2329.368,66.7
Lightning Racer (Thunder),Hersheypark,North America,GCI,Wooden,Lap bar,2000,Chain lift hill,Twister,88.5816,0,50.952422,3398.9088,66.7
Van Helsing's Factory,Movie Park Germany,Europe,Gerstlauer,Steel,Lap bar,2011,Chain lift hill,Indoor,26.2464,0,22.369356,1312.32,66.6
Flight of the Pterosaur,Paultons Park,Europe,Vekoma,,None,,,,65.616,0,,1295.916,66.3
Sky Wheel,Skyline Park,Europe,Maurer,Steel,Lap bar,2004,Chain lift hill,X Car,150.9168,2,65.243955,492.12,66.2
Big Thunder Mountain Railroad,Disney's Magic Kingdom,North America,Arrow,Steel,Lap bar,1980,Chain lift hill,Mine Train,,0,36.039518,2778.8376,66.2
Vampire,La Ronde,North America,B&M,Steel,Shoulder harness,2002,Chain lift hill,,104.9856,5,50.331051,2700.0984,66.2
Joker's Jinx,Six Flags America,North America,Premier Rides,Steel,Lap bar,1999,Magnetic Launch (LIM/LSM),Launched Multielement,78.7392,4,59.651616,2703.3792,66
Goliath,Six Flags Magic Mountain,North America,Giovanola,Steel,Lap bar,2000,Chain lift hill,Hypercoaster,232.9368,0,85.127827,4494.696,65.8
Lightning Racer (Lightning),Hersheypark,North America,GCI,Wooden,Lap bar,2000,Chain lift hill,Twister,88.5816,0,50.952422,3398.9088,65.7
Jetline,Gröna Lund,Europe,Schwarzkopf,Steel,Lap bar,1988,Chain lift hill,Freeform,104.9856,0,55.92339,2624.64,65.7
Joker,Six Flags Great Adventure,North America,S&S,Steel,Shoulder harness,2016,Chain lift hill,Free Spin,121.3896,0,37.903631,1020.3288,65.7
Thunder Loop,Attractiepark Slagharen,Europe,Schwarzkopf,Steel,Lap bar,1979,Chain lift hill,Looper,78.7392,1,46.602825,1942.2336,65.6
Psyké underground,Walibi Belgium,Europe,Schwarzkopf,Steel,Lap bar,1982,Magnetic Launch (LIM/LSM),"Shuttle, Looper",137.7936,1,52.816535,853.008,65.5
Magnum XL 200,Cedar Point,North America,Arrow,Steel,Lap bar,1989,Chain lift hill,Hyper,206.6904,0,72.079036,5104.9248,65.5
FireChaser Express,Dollywood,North America,Gerstlauer,Steel,Lap bar,2014,"Chain lift hill, Tire propelled launch","Launched, Family",,0,34.796776,2427.792,65.4
Big Thunder Mountain Railroad,Disneyland,North America,Walt Disney Imagineering,Steel,Lap bar,1979,Chain lift hill,Mine Train,,0,27.961695,2670.5712,65.4
Hollenblitz,Foire,Asia,EOS rides,Steel,Lap bar,1992,Chain lift hill,,59.0544,0,31.06855,2493.408,65.3
Superman : Escape from Krypton,Six Flags Magic Mountain,North America,Intamin,Steel,Lap bar,1997,Magnetic Launch (LIM/LSM),Shuttle,413.3808,0,99.41936,1233.5808,65.3
Ultimate,Lightwater Valley,Europe,Big Country Mitioneering,Steel,Lap bar,1991,Chain lift hill,Mine Train,157.4784,0,49.70968,7440.8544,65.2
Manta,SeaWorld San Diego,North America,Mack,Steel,Lap bar,2012,Magnetic Launch (LIM/LSM),Launched,29.5272,0,43.49597,2788.68,65
Batman : The dark Knight,Six Flags New England,North America,B&M,Steel,Shoulder harness,2002,Chain lift hill,,118.1088,5,55.302019,2601.6744,64.9
Joker,Six flags Over Texas,North America,S&S,Steel,Shoulder harness,2017,Chain lift hill,Free Spin,118.1088,0,37.903631,1017.048,64.6
The Boss,Six Flags St Louis,North America,CCI,Wooden,Lap bar,2000,Chain lift hill,Twister,150.9168,0,65.865326,5052.432,64.5
Batman The Ride,Six Flags St Louis,North America,B&M,Steel,Shoulder harness,1995,Chain lift hill,,104.9856,5,50.331051,2693.5368,64.3
Montezooma's Revenge,Knott's Berry Farm,North America,Schwarzkopf,Steel,Lap bar,1978,Hydraulic cable launch,Shuttle Loop,147.636,1,55.302019,800.5152,64.2
Space Mountain - Omega,Disney's Magic Kingdom,North America,Arrow,Steel,Lap bar,1975,Chain lift hill,,88.5816,0,27.340324,3195.4992,64
Die Vliegende Hollander,Efteling,Europe,Kumbak,Steel,Lap bar,2007,Chain lift hill,,75.4584,0,,1377.936,64
Space Mountain - Alpha,Disney's Magic Kingdom,North America,Arrow,Steel,Lap bar,1975,Chain lift hill,,88.5816,0,27.340324,3195.4992,64
Titan,Six flags Over Texas,North America,Giovanola,Steel,Lap bar,2001,Chain lift hill,Hyper,246.06,0,85.127827,5311.6152,63.9
Mystery Mine,Dollywood,North America,Gerstlauer,Steel,Shoulder harness,2007,Chain lift hill,Euro-Fighter,114.828,2,45.981454,1811.0016,63.8
Dragon Roller Coaster,Energylandia,Europe,Vekoma,Steel,Lap bar,,Booster wheel lift hill,Family,65.616,0,46.602825,1486.2024,63.8
Twister,Knoebels,North America,Philadelphia Toboggan Coaster,Wooden,Lap bar,1999,Chain lift hill,Twister,101.7048,0,51.573793,3900.8712,63.7
Batman the Ride,Six Flags Magic Mountain,North America,B&M,Steel,Shoulder harness,1994,Chain lift hill,,104.9856,5,49.70968,2700.0984,63.3
Scream!,Six Flags Magic Mountain,North America,B&M,Steel,Shoulder harness,,Chain lift hill,Looper,150.9168,7,62.758471,3986.172,63.1
Rock'n Roller Coaster starringAerosmith,Disney Hollywood Studios,North America,Vekoma,Steel,Shoulder harness,1999,Magnetic Launch (LIM/LSM),Looper,78.7392,3,59.651616,3369.3816,63
Le Twist,Le Pal,Europe,Mack,Steel,Lap bar,2011,Chain lift hill,,72.1776,0,43.49597,1541.976,63
Flight of Fear,Kings Dominion,North America,Premier Rides,Steel,Lap bar,1996,Magnetic Launch (LIM/LSM),Indoor Launched Multielement,75.4584,4,54.059277,2706.66,62.9
Great White,SeaWorld San Antonio,North America,B&M,Steel,Shoulder harness,1997,Chain lift hill,,108.2664,5,50.331051,2562.3048,62.3
Tornado,Bakken,Europe,Intamin,Steel,Lap bar,2009,Chain lift hill,,32.808,0,,984.24,62.3
Iron Shark,Galveston Island Historic Pleasure Pier,North America,Gerstlauer,Steel,Lap bar,2012,Chain lift hill,Euro-Fighter,101.7048,1,52.195164,1246.704,62.2
Rougarou,Cedar Point,North America,B&M,Steel,Shoulder harness,1996,Chain lift hill,,144.3552,4,60.272987,3897.5904,62.1
Georgia Scorcher,Six Flags Over Georgia,North America,B&M,Steel,Shoulder harness,1999,Chain lift hill,,108.2664,2,54.059277,2998.6512,62
Takabisha,Fuji-Q Highland,Asia,Gerstlauer,Steel,Shoulder harness,2011,Magnetic Launch (LIM/LSM),Euro-Fighter,141.0744,7,62.1371,3280.8,61.9
Bat,Kings Island,North America,Arrow,Steel,Shoulder harness,1993,Chain lift hill,,78.7392,0,50.952422,2349.0528,61.8
The Legend,Holiday World,North America,CCI,Wooden,Lap bar,2000,Chain lift hill,Twister,114.828,0,57.787503,4041.9456,61.8
Freischütz,Bayern Park,Europe,Maurer,Steel,Lap bar,2011,Magnetic Launch (LIM/LSM),Rocket,78.7392,3,49.70968,1509.168,61.8
Shockwave,Six flags Over Texas,North America,Schwarzkopf,Steel,Lap bar,1978,Chain lift hill,Looper,114.828,2,59.651616,3599.0376,61.5
Force One,Schwaben Park,Europe,Zierer,Steel,Lap bar,2010,Chain lift hill,,72.1776,0,52.816535,1738.824,61.4
Possessed,Dorney Park,North America,Intamin,Steel,Shoulder harness,2008,Magnetic Launch (LIM/LSM),Shuttle,180.444,0,70.214923,705.372,61.3
Mammut,Tripsdrill,Europe,Cordes GmbH,Wooden,Lap bar,2008,Chain lift hill,Twister,98.424,0,55.92339,2821.488,61.3
Viper,Six Flags Great America,North America,Philadelphia Toboggan Coaster,Wooden,Lap bar,1995,Chain lift hill,Twister,101.7048,0,50.331051,3457.9632,61.1
Seven Dwarfs Mine Train,Disney's Magic Kingdom,North America,Vekoma,Steel,Lap bar,2014,Chain lift hill,Mine Train,,0,,,61.1
Salama,Linnanmäki,Europe,Maurer,Steel,Lap bar,2008,Chain lift hill,,55.7736,0,37.28226,1377.936,60.8
Speed,Oakwood,Europe,Gerstlauer,Steel,Shoulder harness,2006,Chain lift hill,Euro-Fighter,114.828,2,59.030245,2001.288,60.8
Alpina Bahn,Foire,Asia,Schwarzkopf,Steel,Lap bar,1983,Tire propelled launch,Looper,88.5816,0,49.70968,2985.528,60.7
Superman - Ultimate Flight,Six Flags Over Georgia,North America,B&M,Steel,Flying restraint,2002,Chain lift hill,,104.9856,2,50.952422,2755.872,60.7
Polar X-plorer,Legoland Billund,Europe,Zierer,Steel,Lap bar,,Chain lift hill,Free Fall,,0,,,60.6
Ultra Twister Megaton,Greenland,Asia,Togo,Steel,Shoulder harness,1994,Cable lift hill,,98.424,3,43.49597,1181.088,60.4
Half Pipe,Särkänniemi Amusement Park,Europe,Intamin,Steel,Lap bar,2003,Magnetic Launch (LIM/LSM),Shuttle,98.424,0,43.49597,229.656,60.1
Prowler,Worlds of Fun,North America,GCI,Wooden,Lap bar,2009,Chain lift hill,Twister,101.7048,0,50.952422,3074.1096,60
Saw - The Ride,Thorpe Park,Europe,Gerstlauer,Steel,Shoulder harness,2009,Chain lift hill,Euro-Fighter,101.7048,3,55.302019,2362.176,59.9
G'sengte Sau,Tripsdrill,Europe,Gerstlauer,Steel,Lap bar,1998,Chain lift hill,Bobsled,52.4928,0,31.06855,1574.784,59.7
Insane,Gröna Lund,Europe,Intamin,Steel,Shoulder harness,2009,Electrical lift hill,"4th Dimension, ZacSpin",118.1088,0,37.28226,820.2,59.7
Millennium Roller Coaster,Fantasy Island Ingoldmells,Europe,Vekoma,Steel,Shoulder harness,1999,Chain lift hill,Looper,150.9168,3,59.651616,,59.6
Journey to Atlantis,SeaWorld Orlando,North America,Mack,Steel,Lap bar,1998,Chain lift hill,Water Coaster,,0,,,59.5
