continent,designer,construction,restraint,opening_year,launch,type,height,inversions,speed,length,score
2,40,5,2,2001,4,1.2891212701797485,42.6504,0,29.204437,1377.936,21.7
2,29,5,2,1997,11,14,2.51601505279541,0,0.4018142819404602,49.98610305786133,21.6
3,55,5,5,2010,4,87,2.51601505279541,0,0.4018142819404602,1378,21.5
2,31,5,0.5363013744354248,2013,0.6916375160217285,1.2891212701797485,2.51601505279541,0,0.4018142819404602,49.98610305786133,21.2
3,7,5,2,1994,4,1.2891212701797485,82.02,0,50.331051,3156.1296,20.9
2,29,8,3,32.40647888183594,0.6916375160217285,1.2891212701797485,2.51601505279541,0,0.4018142819404602,49.98610305786133,20.5
2,40,5,2,32.40647888183594,4,95,19.6848,0,0.4018142819404602,49.98610305786133,20.5
3,22,9,2,1996,1,91,39.3696,0,32.932663,49.98610305786133,20.0
2,16,8,2,2011,4,1.2891212701797485,32.808,0,0.4018142819404602,1377.936,19.9
2,47,5,2,2003,4,1.2891212701797485,2.51601505279541,0,0.4018142819404602,49.98610305786133,19.8
3,10,5,2,1927,4,1.2891212701797485,85.3008,0,47.845567,2746.0296,19.6
3,7,9,0.5363013744354248,2002,4,1.2891212701797485,36.0888,0,19.883872,1400.9016,19.6
2,29,5,2,1987,0.6916375160217285,14,19.6848,0,22.369356,803.796,19.4
2,55,5,2,32.40647888183594,11,14,2.51601505279541,0,0.4018142819404602,49.98610305786133,18.8
1,50,5,2,2010,4,46,2.51601505279541,0,0.4018142819404602,1148.28,18.7
2,50,5,2,1992,1,1.2891212701797485,42.6504,0,28.583066,1099.068,18.5
2,43,5,5,2008,4,1.2891212701797485,68.8968,3,40.389115,1312.32,18.4
3,50,5,5,2001,4,1.2891212701797485,49.212,0,26.097582,1122.0336,18.0
3,4,5,5,1992,4,1.2891212701797485,88.5816,2,50.331051,2040.6576,17.9
2,47,5,2,1987,4,1.2891212701797485,2.51601505279541,0,0.4018142819404602,49.98610305786133,17.8
2,56,5,2,32.40647888183594,1,22,36.0888,0,26.097582,1345.128,17.6
2,55,5,2,2002,4,95,2.51601505279541,0,0.4018142819404602,721.776,17.4
3,22,5,2,1994,1,1.2891212701797485,2.51601505279541,0,0.4018142819404602,49.98610305786133,17.4
2,50,5,5,32.40647888183594,4,57,78.7392,3,39.767744,49.98610305786133,17.4
2,50,5,2,1990,1,1.2891212701797485,42.6504,0,27.961695,1099.068,17.3
1,46,5,2,32.40647888183594,4,22,2.51601505279541,0,0.4018142819404602,49.98610305786133,17.1
3,50,5,5,32.40647888183594,4,81,111.5472,5,49.70968,2260.4712,17.0
2,56,5,2,2005,1,1.2891212701797485,29.5272,0,24.233469,728.3376,17.0
2,18,5,2,32.40647888183594,17,40,32.808,0,24.85484,774.2688,17.0
2,29,5,2,2004,0.6916375160217285,1.2891212701797485,55.7736,0,36.039518,1102.3488,17.0
2,56,5,2,1999,1,91,42,0,0.4018142819404602,49.98610305786133,16.5
2,45,5,2,2010,11,1.2891212701797485,36.0888,0,0.4018142819404602,1361.532,16.3
2,6,5,2,2001,17,1.2891212701797485,2.51601505279541,0,0.4018142819404602,49.98610305786133,15.9
3,2,3,2,1973,4,65,2.51601505279541,0,0.4018142819404602,2398.2648,15.7
2,16,5,2,2016,4,1.2891212701797485,45.9312,0,7.456452,49.98610305786133,15.6
2,55,5,2,2007,4,95,42.6504,0,33.554034,49.98610305786133,14.6
3,45,0.30698874592781067,2,1984,4,1.2891212701797485,45.9312,0,31.06855,1765.0704,14.4
1,47,5,2,1992,10,16,2.51601505279541,0,0.4018142819404602,49.98610305786133,14.2
3,53,5,2,1978,4,1.2891212701797485,91.8624,0,57.787503,2841.1728,14.1
3,50,5,2,1993,1,1.2891212701797485,29.5272,0,21.747985,679.1256,14.1
2,47,5,2,1987,4,1.2891212701797485,16.404,0,0.4018142819404602,656.16,13.9
2,29,1,2,1987,0.6916375160217285,1.2891212701797485,2.51601505279541,0,0.4018142819404602,49.98610305786133,13.6
2,31,5,2,2001,1,1.2891212701797485,2.51601505279541,0,0.4018142819404602,49.98610305786133,13.3
2,49,5,2,32.40647888183594,4,100,2.51601505279541,0,0.4018142819404602,49.98610305786133,13.0
2,47,5,2,2002,0.6916375160217285,65,22.9656,0,22.369356,49.98610305786133,12.7
2,40,5,2,32.40647888183594,4,95,42.6504,0,29.204437,1377.936,12.6
3,2,5,2,1974,4,65,2.51601505279541,0,37.903631,49.98610305786133,12.4
2,16,5,5,32.40647888183594,4,95,42.6504,0,29.204437,1377.936,12.3
2,29,5,2,32.40647888183594,4,95,45.9312,0,27.961695,1213.896,12.0
2,47,5,2,2e3,4,47,2.51601505279541,0,0.4018142819404602,49.98610305786133,11.7
2,50,5,5,2007,4,1.2891212701797485,111.5472,5,49.70968,2260.4712,11.6
3,40,5,2,32.40647888183594,4,95,42.6504,0,29.204437,1377.936,11.4
2,42,5,5,2005,0.6916375160217285,75,98.424,0,0.4018142819404602,49.98610305786133,11.4
3,29,5,2,2001,4,95,2.51601505279541,0,27.340324,49.98610305786133,11.3
1,40,5,0.5363013744354248,32.40647888183594,0.6916375160217285,1.2891212701797485,2.51601505279541,0,0.4018142819404602,49.98610305786133,10.7
3,55,0.30698874592781067,3,2011,0.6916375160217285,1.2891212701797485,42.6504,0,29.204437,1377.936,10.5
1,55,5,3,32.40647888183594,15,22,55.7736,0,0.4018142819404602,1400.9016,10.4
2,50,5,5,32.40647888183594,4,57,121.3896,7,46.602825,3116.76,10.0
2,50,5,5,1987,4,1.2891212701797485,82.02,0,27.961695,1968.48,10.0
3,50,5,5,32.40647888183594,1,22,49.212,0,26.097582,1122.0336,9.6
3,2,5,2,1966,4,65,36.0888,0,0.4018142819404602,2398.2648,9.4
2,40,0.30698874592781067,2,2018,0.6916375160217285,1.2891212701797485,2.51601505279541,0,0.4018142819404602,49.98610305786133,9.2
2,47,5,2,1995,4,22,2.51601505279541,0,0.4018142819404602,49.98610305786133,8.8
1,40,5,2,1996,4,1.2891212701797485,42.6504,0,31.06855,1377.936,8.8
2,36,5,2,1986,4,57,36.0888,1,0.4018142819404602,1197.492,8.0
2,55,5,2,1987,0.6916375160217285,14,2.51601505279541,0,0.4018142819404602,49.98610305786133,7.9
2,36,5,5,32.40647888183594,4,57,36.0888,1,0.4018142819404602,1197.492,7.8
2,38,5,2,2010,4,1.2891212701797485,32.808,0,31.06855,1509.168,6.8
2,49,5,2,32.40647888183594,4,100,2.51601505279541,0,0.4018142819404602,49.98610305786133,6.4
2,29,5,2,1983,0.6916375160217285,14,19.6848,0,18.64113,767.7072,6.3
3,44,5,2,2016,1,1.2891212701797485,2.51601505279541,0,0.4018142819404602,49.98610305786133,6.1
2,29,5,2,1992,0.6916375160217285,14,13.1232,0,22.369356,820.2,5.9
2,50,5,5,1988,4,56,61,2,40,49.98610305786133,5.7
2,36,5,3,2016,4,101,55.7736,0,0.4018142819404602,49.98610305786133,5.3
1,47,5,5,1995,4,1.2891212701797485,91.8624,0,55.92339,2362.176,5.0
2,38,5,2,2011,4,22,36.0888,0,0.4018142819404602,1410.744,4.1
2,55,5,1,2005,11,1.2891212701797485,49.212,2,25.476211,1282.7928,3.7
2,56,7,3,32.40647888183594,0.6916375160217285,1.2891212701797485,2.51601505279541,0,0.4018142819404602,49.98610305786133,3.0
3,50,5,5,32.40647888183594,4,81,108.2664,5,49.70968,3244.7112,2.2
2,44,5,5,32.40647888183594,4,95,42.6504,0,0.4018142819404602,1049.856,0.6
