continent,designer,construction,restraint,opening_year,launch,type,height,inversions,speed,length,score
3,41,3,2,2018,4,-52.641265869140625,206.6904,4,73.943149,5741.4
1,42,5,5,2006,4,-52.641265869140625,249.3408,2,78.292746,3782.7624
3,41,9,2,2016,14,-52.641265869140625,164.04,0,73.321778,3799.1664
3,41,3,2,2015,4,-52.641265869140625,121.3896,2,57.166132,4986.816
2,22,5,2,2016,14,-52.641265869140625,98.424,0,72.700407,4330.656
3,41,3,2,2015,4,-52.641265869140625,108.2664,3,55.302019,3320.1696
3,41,5,2,2016,4,-52.641265869140625,101.7048,3,52.195164,2742.7488
3,41,3,2,2013,4,-52.641265869140625,164.04,2,68.35081,-611.362060546875
3,41,3,2,2018,4,-52.641265869140625,101.7048,3,50.331051,2401.5456
3,41,3,2,2013,4,-52.641265869140625,180.444,1,70.214923,3267.6768
3,2,5,5,2002,4,-52.641265869140625,173.8824,6,75.807262,3608.88
2,4,5,5,2e3,4,-52.641265869140625,164.04,6,64.622584,3936.96
1,4,5,1,2016,4,-52.641265869140625,124.6704,5,-23.357345581054688,3687.6192
1,22,5,2,2016,3,-52.641265869140625,206.6904,1,74.56452,4921.2
3,41,3,2,2016,4,-52.641265869140625,101.7048,3,52.816535,3198.78
3,8,5,2,2014,4,-52.641265869140625,101.7048,0,55.92339,2509.812
2,4,5,5,-681.2437744140625,4,89,42.6504,4,50.331051,2349.0528
2,4,5,5,2012,4,-52.641265869140625,131.232,5,56.544761,3280.8
3,41,3,2,2011,4,-52.641265869140625,154.1976,0,65.243955,4199.424
2,4,5,6,2018,4,-52.641265869140625,131.232,3,59.030245,2667.2904
3,4,5,5,1996,4,-52.641265869140625,150.9168,7,59.651616,3982.8912
1,50,5,5,2016,14,-52.641265869140625,78.7392,0,59.030245,3182.376
3,4,5,5,1999,4,-52.641265869140625,111.5472,6,62.1371,2952.72
3,4,5,1,2006,4,-52.641265869140625,170.6016,4,62.1371,3599.0376
2,4,5,5,2002,4,-52.641265869140625,164.04,7,65.243955,3936.96
3,4,5,5,2015,14,-52.641265869140625,141.0744,4,62.1371,3034.74
3,4,5,1,2009,4,-52.641265869140625,141.0744,4,60.272987,3359.5392
1,22,5,3.8499348163604736,2008,3,64,104.9856,0,54.059277,2460.6
3,4,5,1,2013,4,-52.641265869140625,170.6016,6,67.108068,4163.3352
2,4,5,5,2006,4,-52.641265869140625,85.3008,4,49.70968,-611.362060546875
2,4,5,5,2010,4,-52.641265869140625,137.7936,6,57.166132,3936.96
2,29,5,2,-681.2437744140625,4,63,98.424,0,62.1371,2624.64
3,4,5,5,1997,4,-52.641265869140625,196.848,6,67.108068,-611.362060546875
2,17,9,2,2007,4,91,114.828,0,-23.357345581054688,3280.8
1,50,5,5,2010,11,-52.641265869140625,137.7936,0,55.92339,-611.362060546875
3,4,5,5,2e3,4,-52.641265869140625,167.3208,6,70.214923,4025.5416
2,18,4,2,2015,14,-52.641265869140625,131.232,3,64.622584,2821.488
3,4,5,5,2001,4,-52.641265869140625,134.5128,4,57.787503,3116.76
3,22,5,2,2014,14,10,-83.17726135253906,0,-23.357345581054688,-611.362060546875
3,37,5,2,1998,14,-52.641265869140625,216.5328,1,70.214923,1299.1968
2,4,5,1,2002,4,-52.641265869140625,65.616,3,46.602825,2755.872
2,18,5,5,2009,7,21,131.232,1,62.1371,-611.362060546875
3,10,9,2,1979,4,-52.641265869140625,111.5472,0,64.622584,7358.8344
3,4,5,5,2006,4,-52.641265869140625,150.9168,4,59.651616,3080.6712
3,4,5,5,-681.2437744140625,16,57,108.2664,7,66.486697,3697.4616
3,4,5,5,2e3,4,-52.641265869140625,150.9168,7,65.243955,3936.96
3,20,9,2,2017,4,-52.641265869140625,82.02,1,48.466938,2289.9984
3,42,5,2,-681.2437744140625,6,2,98.424,0,62.1371,3503.8944
2,4,5,5,2011,4,-52.641265869140625,108.2664,3,55.92339,2526.216
3,4,5,5,-681.2437744140625,4,57,121.3896,5,65.865326,3074.1096
3,56,5,2,2012,14,49,-83.17726135253906,0,52.816535,2834.6112
1,4,5,5,-681.2437744140625,4,57,114.828,4,55.92339,2788.68
3,4,5,5,2e3,4,-52.641265869140625,150.9168,7,65.243955,4176.4584
3,22,5,5,1998,14,-52.641265869140625,154.1976,4,69.593552,2755.872
3,4,5,2,2010,0.013765335083007812,37,232.9368,0,74.56452,5314.896
1,50,5,2,2012,7,65,-83.17726135253906,0,34.796776,3608.88
2,4,5,5,2012,4,-52.641265869140625,127.9512,4,-23.357345581054688,2542.62
2,50,5,5,-681.2437744140625,14,57,82.02,3,49.088309,1837.248
3,4,5,5,1994,4,-52.641265869140625,137.7936,6,57.166132,3789.324
2,4,5,2,-681.2437744140625,4,38,239.4984,0,78.914117,5314.896
2,4,5,1,2014,4,-52.641265869140625,164.04,5,62.1371,2532.7776
3,4,5,2,1993,4,-52.641265869140625,101.7048,3,50.331051,2260.4712
3,4,5,5,2012,4,-52.641265869140625,209.9712,4,60.894358,3126.6024
3,4,5,5,2004,4,-52.641265869140625,147.636,6,55.302019,3126.6024
2,18,5,5,-681.2437744140625,14,57,111.5472,3,55.92339,1968.48
3,4,5,5,1998,4,-52.641265869140625,88.5816,4,57.787503,2798.5224
2,27,9,2,-681.2437744140625,3,71,42.6504,0,31.06855,2362.176
3,18,5,2,-681.2437744140625,4,59,150.9168,4,57.166132,2198.136
2,22,5,3,-681.2437744140625,0.013765335083007812,25,65.616,0,-23.357345581054688,1499.3256
3,4,5,5,2008,4,-52.641265869140625,157.4784,5,65.243955,4209.2664
2,22,6.104047775268555,3,2014,0.013765335083007812,-52.641265869140625,108.2664,0,52.816535,2870.7
2,29,5,2,-681.2437744140625,14,76,147.636,0,62.1371,711.9336
2,4,5,5,2011,4,11,134.5128,1,-23.357345581054688,1561.6608
3,4,5,1,2003,4,-52.641265869140625,104.9856,2,50.952422,2759.1528
3,4,5,5,2014,4,-52.641265869140625,167.3208,7,68.35081,4133.808
2,4,5,5,-681.2437744140625,4,57,91.8624,3,47.845567,1850.3712
3,4,5,5,1999,4,-52.641265869140625,141.0744,7,60.894358,3982.8912
3,4,5,1,2012,4,-52.641265869140625,121.3896,5,55.92339,3001.932
3,4,5,1,2003,4,-52.641265869140625,104.9856,2,50.952422,2798.5224
2,22,5,5,2001,4,-52.641265869140625,82.02,5,46.602825,2296.56
2,18,5,2,2017,5,-52.641265869140625,68.8968,0,32.311292,3044.5824
2,31,5,2,2002,17,-52.641265869140625,55.7736,0,37.28226,1345.128
3,37,6.104047775268555,2,2004,14,-52.641265869140625,45.9312,0,39.767744,1906.1448
3,37,5,2,2012,14,-52.641265869140625,147.636,1,59.651616,-611.362060546875
2,4,5,5,2003,4,-52.641265869140625,95.1432,4,47.845567,2460.6
3,4,5,5,-681.2437744140625,4,57,95.1432,7,52.816535,3198.78
1,50,5,2,1987,4,65,-83.17726135253906,0,37.28226,-611.362060546875
2,50,5,2,2008,4,-52.641265869140625,82.02,0,49.70968,2427.792
3,22,5,5,2002,14,76,206.6904,0,72.079036,-611.362060546875
3,4,5,6,-681.2437744140625,4,11,223.0944,3,74.56452,3444.84
2,29,5,2,2012,4,-52.641265869140625,65.616,0,43.49597,1515.7296
2,31,5,2,2002,17,-52.641265869140625,55.7736,0,41.010486,1525.572
3,17,9,2,2008,4,-52.641265869140625,82.02,0,47.845567,2713.2216
3,49,5,2,1924,4,-52.641265869140625,68.8968,0,55.302019,2641.044
3,4,5,5,1993,4,-52.641265869140625,104.9856,5,50.331051,2693.5368
1,29,5,2,2010,0.013765335083007812,-52.641265869140625,62.3352,0,-23.357345581054688,1919.268
2,22,5,2,1997,1,65,62.3352,0,40.389115,-611.362060546875
3,4,5,5,1997,4,-52.641265869140625,104.9856,5,50.331051,2700.0984
2,31,5,2,2004,4,-52.641265869140625,59.0544,0,-23.357345581054688,1771.632
3,4,5,5,1998,4,-52.641265869140625,154.1976,6,65.243955,4370.0256
2,31,5,2,2005,4,-52.641265869140625,72.1776,0,42.253228,2066.904
2,22,5,2,-681.2437744140625,2,29,65.616,0,40.389115,2480.2848
3,50,5,1,2001,4,-52.641265869140625,114.828,5,50.331051,3339.8544
1,50,5,2,-681.2437744140625,4,22,45.9312,0,31.06855,1909.4256
2,50,6.104047775268555,5,2013,1,-52.641265869140625,62.3352,0,46.602825,1486.2024
3,4,5,5,1992,4,-52.641265869140625,101.7048,5,50.331051,2700.0984
3,31,5,2,2009,4,97,167.3208,0,65.243955,-611.362060546875
1,55,5,2,1999,0.013765335083007812,65,68.8968,0,46.602825,2329.368
2,50,6.104047775268555,3,-681.2437744140625,0.013765335083007812,-52.641265869140625,65.616,0,-23.357345581054688,1295.916
3,2,5,2,1980,4,65,-83.17726135253906,0,36.039518,2778.8376
3,4,5,5,2002,4,-52.641265869140625,104.9856,5,50.331051,2700.0984
3,18,5,2,2014,8,55,-83.17726135253906,0,34.796776,2427.792
3,51,5,2,1979,4,65,-83.17726135253906,0,27.961695,2670.5712
1,15,5,2,1992,4,-52.641265869140625,59.0544,0,31.06855,2493.408
3,4,5,5,2002,4,-52.641265869140625,118.1088,5,55.302019,2601.6744
3,4,5,5,1995,4,-52.641265869140625,104.9856,5,50.331051,2693.5368
3,2,5,2,1975,4,-52.641265869140625,88.5816,0,27.340324,3195.4992
2,26,5,2,2007,4,-52.641265869140625,75.4584,0,-23.357345581054688,1377.936
3,2,5,2,1975,4,-52.641265869140625,88.5816,0,27.340324,3195.4992
2,50,5,2,-681.2437744140625,1,22,65.616,0,46.602825,1486.2024
3,4,5,5,1994,4,-52.641265869140625,104.9856,5,49.70968,2700.0984
