name,location,continent,designer,construction,restraint,opening_year,launch,type,height,inversions,speed,length,score
221,SeaWorld San Antonio,3,33,5,2,1999,4,63,150.9168,0,65.243955,3700.7424,67.4
225,Linnanmäki,2,22,5,5,2007,4,99,85.3008,0,37.28226,465.8736,66.7
227,Hersheypark,3,17,9,2,2e3,4,91,88.5816,0,50.952422,3398.9088,66.7
228,Movie Park Germany,2,18,5,2,2011,4,40,26.2464,0,22.369356,1312.32,66.6
230,Skyline Park,2,31,5,2,2004,4,97,150.9168,2,65.243955,492.12,66.2
233,Six Flags America,3,37,5,2,1999,14,53,78.7392,4,59.651616,2703.3792,66
234,Six Flags Magic Mountain,3,19,5,2,2e3,4,39,232.9368,0,85.127827,4494.696,65.8
235,Hersheypark,3,17,9,2,2e3,4,91,88.5816,0,50.952422,3398.9088,65.7
236,Gröna Lund,2,45,5,2,1988,4,31,104.9856,0,55.92339,2624.64,65.7
237,Six Flags Great Adventure,3,42,5,5,2016,4,30,121.3896,0,37.903631,1020.3288,65.7
238,Attractiepark Slagharen,2,45,5,2,1979,4,57,78.7392,1,46.602825,1942.2336,65.6
239,Walibi Belgium,2,45,5,2,1982,14,80,137.7936,1,52.816535,853.008,65.5
240,Cedar Point,3,2,5,2,1989,4,37,206.6904,0,72.079036,5104.9248,65.5
244,Six Flags Magic Mountain,3,22,5,2,1997,14,76,413.3808,0,99.41936,1233.5808,65.3
245,Lightwater Valley,2,5,5,2,1991,4,65,157.4784,0,49.70968,7440.8544,65.2
246,SeaWorld San Diego,3,29,5,2,2012,14,49,29.5272,0,43.49597,2788.68,65
248,Six flags Over Texas,3,42,5,5,2017,4,30,118.1088,0,37.903631,1017.048,64.6
249,Six Flags St Louis,3,7,9,2,2e3,4,91,150.9168,0,65.865326,5052.432,64.5
251,Knott's Berry Farm,3,45,5,2,1978,13,77,147.636,1,55.302019,800.5152,64.2
255,Six flags Over Texas,3,19,5,2,2001,4,37,246.06,0,85.127827,5311.6152,63.9
256,Dollywood,3,18,5,5,2007,4,21,114.828,2,45.981454,1811.0016,63.8
258,Knoebels,3,35,9,2,1999,4,91,101.7048,0,51.573793,3900.8712,63.7
261,Disney Hollywood Studios,3,50,5,5,1999,14,57,78.7392,3,59.651616,3369.3816,63
263,Kings Dominion,3,37,5,2,1996,14,43,75.4584,4,54.059277,2706.66,62.9
266,Galveston Island Historic Pleasure Pier,3,18,5,2,2012,4,21,101.7048,1,52.195164,1246.704,62.2
269,Fuji-Q Highland,1,18,5,5,2011,14,21,141.0744,7,62.1371,3280.8,61.9
271,Holiday World,3,7,9,2,2e3,4,91,114.828,0,57.787503,4041.9456,61.8
272,Bayern Park,2,31,5,2,2011,14,73,78.7392,3,49.70968,1509.168,61.8
273,Six flags Over Texas,3,45,5,2,1978,4,57,114.828,2,59.651616,3599.0376,61.5
275,Dorney Park,3,22,5,5,2008,14,76,180.444,0,70.214923,705.372,61.3
276,Tripsdrill,2,11,9,2,2008,4,91,98.424,0,55.92339,2821.488,61.3
277,Six Flags Great America,3,35,9,2,1995,4,91,101.7048,0,50.331051,3457.9632,61.1
280,Oakwood,2,18,5,5,2006,4,21,114.828,2,59.030245,2001.288,60.8
281,Foire,1,45,5,2,1983,16,57,88.5816,0,49.70968,2985.528,60.7
285,Särkänniemi Amusement Park,2,22,5,2,2003,14,76,98.424,0,43.49597,229.656,60.1
286,Worlds of Fun,3,17,9,2,2009,4,91,101.7048,0,50.952422,3074.1096,60
287,Thorpe Park,2,18,5,5,2009,4,21,101.7048,3,55.302019,2362.176,59.9
288,Tripsdrill,2,18,5,2,1998,4,5,52.4928,0,31.06855,1574.784,59.7
289,Gröna Lund,2,22,5,5,2009,11,1,118.1088,0,37.28226,820.2,59.7
292,Fraispertuis City,2,42,5,5,2011,4,18,98.424,2,41.010486,1377.936,59.5
295,Drievliet Family Park,2,31,5,2,2007,14,97,49.212,2,43.49597,984.24,59
296,ZDT's Amusement Park,3,20,9,2,2015,4,76,65.616,0,41.010486,1197.492,58.9
298,Walibi Belgium,2,18,5,2,2018,4,6,65.616,0,34.175405,1640.4,58.3
307,Beech Bend,3,17,9,2,2006,4,91,88.5816,0,47.845567,2828.0496,56.5
