name,country,status,designer,construction,restraint,opening_year,launch,type,height,inversions,speed,length,score
649,19,1,2,7,6,1976.0,3,59,101.7048,4.0,50.331051,2129.2392,14.6
650,19,1,2,4,3,1969.0,3,67,49.212,0.0,31.06855,2539.3392,14.6
651,19,1,46,0,3,1984.0,3,0,45.9312,0.0,31.06855,1765.0704,14.4
652,19,1,2,7,6,1991.0,3,59,144.3552,4.0,50.331051,2700.0984,14.2
653,10,1,48,7,3,1992.0,9,16,0,0.0,0,0,14.2
654,19,1,54,7,3,1978.0,3,0,91.8624,0.0,57.787503,2841.1728,14.1
655,19,1,51,7,3,1993.0,0,0,29.5272,0.0,21.747985,679.1256,14.1
656,6,1,48,7,3,1987.0,3,0,16.404,0.0,0,656.16,13.9
657,19,1,32,7,3,2011.0,3,101,49.212,0.0,27.961695,1213.896,13.7
658,19,0,18,11,3,1999.0,3,97,104.9856,0.0,49.70968,3510.456,13.7
659,19,0,12,11,3,1979.0,3,97,95.1432,0.0,55.92339,3198.78,13.6
660,16,1,30,2,0,1987.0,0,0,0,0.0,0,0,13.6
661,11,1,32,7,3,2001.0,0,0,0,0.0,0,0,13.3
662,1,1,51,7,6,1984.0,2,82,118.1088,3.0,47.224196,935.028,13.0
663,13,1,50,7,0,0,3,106,0,0.0,0,0,13.0
664,19,1,2,7,6,1987.0,3,59,147.636,6.0,55.302019,3799.1664,12.8
665,19,1,2,7,6,1993.0,3,59,95.1432,4.0,41.010486,2424.5112,12.8
666,7,0,57,7,0,2000.0,3,27,0,0.0,0,0,12.8
667,6,1,48,7,3,2002.0,0,67,22.9656,0.0,22.369356,0,12.7
668,0,1,42,7,3,0,3,101,42.6504,0.0,29.204437,1377.936,12.6
669,4,1,56,7,3,2006.0,3,101,42.6504,0.0,29.204437,1377.936,12.6
670,19,1,2,7,3,1974.0,3,67,0,0.0,37.903631,0,12.4
671,6,1,17,7,6,0,3,101,42.6504,0.0,29.204437,1377.936,12.3
672,19,1,42,7,3,2002.0,3,13,42.6504,0.0,29.204437,1377.936,12.2
673,1,1,30,7,3,0,3,101,45.9312,0.0,27.961695,1213.896,12.0
674,8,1,28,7,3,1998.0,3,101,49.212,0.0,21.747985,1181.088,11.9
675,11,1,51,7,6,1990.0,3,59,82.02,2.0,43.49597,1509.168,11.9
676,11,1,32,7,3,1996.0,3,101,49.212,0.0,27.961695,1213.896,11.8
677,6,1,48,7,0,2000.0,3,49,0,0.0,0,0,11.7
678,18,1,51,7,6,2007.0,3,0,111.5472,5.0,49.70968,2260.4712,11.6
679,19,1,42,7,3,0,3,101,42.6504,0.0,29.204437,1377.936,11.4
680,8,4,43,7,6,2005.0,0,79,98.424,0.0,0,0,11.4
681,19,1,30,7,3,2001.0,3,101,0,0.0,27.340324,0,11.3
682,2,1,51,7,3,1981.0,3,59,75.4584,2.0,39.767744,2401.5456,11.1
683,19,1,56,7,2,2011.0,15,28,49.212,2.0,25.476211,1282.7928,10.9
684,9,1,30,7,3,1996.0,3,101,45.9312,0.0,28.0,1213.896,10.7
685,10,1,42,7,7,0,0,0,0,0.0,0,0,10.7
686,19,1,56,0,4,2011.0,0,0,42.6504,0.0,29.204437,1377.936,10.5
687,14,1,56,7,4,0,15,22,55.7736,0.0,0,1400.9016,10.4
688,19,1,2,7,3,1971.0,3,67,42.6504,0.0,37.28226,2499.9696,10.3
689,18,0,32,7,3,1997.0,3,101,49.212,0.0,27.961695,1213.896,10.3
690,0,1,32,7,3,1997.0,3,101,49.212,0.0,27.961695,1213.896,10.3
691,2,1,56,7,3,2003.0,3,101,42.6504,0.0,11.184678,885.816,10.1
692,6,1,51,7,6,0,3,59,121.3896,7.0,46.602825,3116.76,10.0
693,1,1,51,7,6,1987.0,3,0,82.02,0.0,27.961695,1968.48,10.0
694,19,1,51,7,6,0,0,22,49.212,0.0,26.097582,1122.0336,9.6
695,19,0,51,7,6,1990.0,2,8,118.1088,3.0,47.224196,935.028,9.5
696,19,1,2,7,3,1966.0,3,67,36.0888,0.0,0,2398.2648,9.4
697,18,1,42,0,3,2018.0,0,0,0,0.0,0,0,9.2
698,19,1,30,7,3,2013.0,3,101,52.4928,0.0,35.0,1345.128,9.1
699,6,1,48,7,3,1995.0,3,22,0,0.0,0,0,8.8
700,10,1,42,7,3,1996.0,3,0,42.6504,0.0,31.06855,1377.936,8.8
701,11,0,11,11,3,1991.0,3,97,49.212,0.0,34.175405,1614.1536,8.6
702,7,1,40,11,3,1999.0,3,97,91.8624,0.0,49.70968,3605.5992,8.2
703,4,1,37,7,3,1986.0,3,59,36.0888,1.0,0,1197.492,8.0
704,1,1,51,7,6,2001.0,2,8,118.1088,3.0,47.224196,935.028,7.9
705,18,1,56,7,3,1987.0,0,14,0,0.0,0,0,7.9
706,18,1,37,7,6,0,3,59,36.0888,1.0,0,1197.492,7.8
707,19,1,51,7,3,1991.0,2,80,118.1088,3.0,47.224196,935.028,7.6
708,7,0,32,7,3,2010.0,3,101,49.212,0.0,27.961695,1213.896,7.1
709,19,1,2,7,3,1967.0,3,67,36.0888,0.0,29.204437,2322.8064,7.0
710,6,1,54,11,3,1989.0,3,74,114.828,0.0,52.816535,3936.96,6.9
711,19,1,51,7,6,1997.0,2,80,118.1088,3.0,47.224196,935.028,6.8
712,6,1,39,7,3,2010.0,3,0,32.808,0.0,31.06855,1509.168,6.8
713,2,1,51,7,6,1987.0,2,82,118.1088,3.0,47.224196,935.028,6.7
714,1,1,51,7,6,1999.0,3,94,108.2664,5.0,49.70968,2260.4712,6.5
715,19,1,2,7,6,1976.0,3,59,75.4584,3.0,43.49597,2017.692,6.5
716,13,1,50,7,0,0,3,106,0,0.0,0,0,6.4
717,19,1,2,7,6,1980.0,3,59,65.616,4.0,41.010486,2099.712,6.3
718,18,1,30,7,3,1983.0,0,14,19.6848,0.0,18.64113,767.7072,6.3
719,7,0,51,7,6,1979.0,3,9,75.4584,2.0,39.767744,2401.5456,6.3
720,19,1,44,7,3,2016.0,0,0,0,0.0,0,0,6.1
721,8,1,30,7,3,1992.0,0,14,13.1232,0.0,22.369356,820.2,5.9
722,19,1,51,7,6,1997.0,2,80,114.828,3.0,46.602825,935.028,5.8
723,8,1,51,7,6,1998.0,3,94,108.2664,5.0,49.70968,2509.812,5.7
724,12,1,51,7,6,1988.0,3,58,61.0,2.0,40.0,0,5.7
725,6,0,44,7,6,2010.0,3,0,36.0888,0.0,26.718953,1017.048,5.5
726,6,1,37,7,4,2016.0,3,107,55.7736,0.0,0,0,5.3
727,19,1,51,7,6,1992.0,3,59,121.3896,5.0,52.195164,2742.7488,5.1
728,19,1,51,7,6,1989.0,3,59,108.2664,4.0,54.680648,2431.0728,5.0
729,10,1,48,7,6,1995.0,3,0,91.8624,0.0,55.92339,2362.176,5.0
730,19,1,2,7,6,1984.0,3,59,68.8968,3.0,43.49597,1601.0304,5.0
731,19,1,51,7,6,1997.0,3,78,111.5472,5.0,49.70968,2260.4712,4.9
732,19,1,51,7,6,1995.0,3,94,101.7048,5.0,49.70968,2171.8896,4.2
733,8,1,39,7,3,2011.0,3,22,36.0888,0.0,0,1410.744,4.1
734,19,1,51,7,6,2013.0,3,6,118.1088,3.0,46.602825,875.9736,4.0
735,7,1,51,7,6,2001.0,3,94,108.2664,5.0,49.70968,2260.4712,3.8
736,5,1,56,7,2,2005.0,10,0,49.212,2.0,25.476211,1282.7928,3.7
737,19,1,51,7,6,1995.0,3,78,108.2664,5.0,49.70968,2260.4712,3.2
738,19,1,51,7,6,1998.0,3,82,118.1088,3.0,47.224196,935.028,3.1
739,19,1,51,7,6,2000.0,2,80,118.1088,3.0,47.224196,935.028,3.0
740,7,1,57,9,4,0,0,0,0,0.0,0,0,3.0
741,15,1,40,11,3,2002.0,3,97,118.1088,0.0,55.92339,4573.4352,3.0
742,19,1,51,7,6,2000.0,3,82,118.1088,3.0,46.602825,875.9736,2.7
743,7,1,51,7,6,1999.0,3,94,108.2664,5.0,49.70968,2260.4712,2.7
744,2,1,51,7,6,1984.0,2,82,118.1088,3.0,47.224196,935.028,2.7
745,19,1,2,7,6,1976.0,3,59,101.7048,4.0,50.331051,2129.2392,2.6
746,2,1,51,7,6,0,3,78,108.2664,5.0,49.70968,3244.7112,2.2
747,7,0,46,7,3,1989.0,9,14,32.808,0.0,0,0,1.8
748,2,1,56,7,2,2004.0,10,30,49.212,2.0,25.476211,1282.7928,1.4
749,6,0,48,7,6,2003.0,10,59,0,1.0,0,0,1.3
750,19,1,51,7,6,1998.0,3,78,111.5472,5.0,49.70968,2260.4712,0.6
751,13,1,44,7,6,0,3,101,42.6504,0.0,0,1049.856,0.6
752,11,1,51,7,6,1994.0,3,94,101.7048,5.0,49.70968,2171.8896,0.5
753,0,1,56,7,2,2004.0,15,30,68.8968,2.0,31.06855,1436.9904,0.3
