Name,Theirs,Ours
518,47.8,50.19057083129883
519,47.8,54.46342086791992
520,47.7,62.717594146728516
521,47.7,49.91078567504883
522,47.7,54.5417366027832
523,47.4,34.892372131347656
524,47.3,49.00485610961914
525,47.3,44.56736373901367
526,47.3,46.271366119384766
527,46.5,51.39063262939453
528,46.0,38.97127151489258
529,45.8,43.586830139160156
530,45.8,34.693939208984375
531,45.7,53.955204010009766
532,45.4,46.11555862426758
533,44.8,40.11259841918945
534,44.7,54.283504486083984
535,44.5,49.936317443847656
536,44.3,41.25413513183594
537,44.2,37.035396575927734
538,43.6,58.975894927978516
539,43.6,53.350093841552734
540,43.0,38.89152145385742
541,42.8,35.75478744506836
542,42.7,56.85028076171875
543,42.5,76.26285552978516
544,42.3,32.199153900146484
545,41.6,51.060707092285156
546,41.5,48.3646240234375
547,41.5,22.885986328125
548,41.4,49.26258087158203
549,41.3,43.586830139160156
550,41.0,64.02733612060547
551,40.9,40.304866790771484
552,40.9,40.20997619628906
553,40.7,44.42323303222656
554,40.6,39.971458435058594
555,40.1,47.554222106933594
556,39.6,20.578594207763672
557,39.5,31.68032455444336
558,39.5,37.9954948425293
559,39.2,27.067062377929688
560,39.2,42.127010345458984
561,39.1,30.806734085083008
562,38.5,63.47825241088867
563,38.4,46.18733215332031
564,38.4,39.73326110839844
565,38.4,34.69327163696289
566,38.1,45.105003356933594
567,37.9,36.35823059082031
568,37.9,36.815513610839844
569,37.6,50.26585006713867
570,37.6,34.58073806762695
571,37.1,29.99536895751953
572,37.0,33.817115783691406
573,36.8,36.36342239379883
574,36.6,30.82231903076172
575,36.6,31.669124603271484
576,36.0,41.80449676513672
577,35.9,34.637542724609375
578,35.9,51.617183685302734
579,35.5,34.69327163696289
580,35.4,42.5467643737793
581,34.9,9.583173751831055
582,34.6,34.51642608642578
583,34.5,40.35129928588867
584,34.4,42.05523681640625
585,34.1,31.29086685180664
586,33.5,34.87908172607422
587,33.4,32.26653289794922
588,33.1,29.327957153320312
589,32.7,41.573116302490234
590,32.5,25.197216033935547
591,32.3,40.11259841918945
592,32.3,40.699161529541016
593,32.0,33.07948684692383
594,31.8,24.761383056640625
595,31.6,39.996681213378906
596,31.4,36.490352630615234
597,31.4,37.555824279785156
598,31.2,38.74644470214844
599,30.9,32.94699478149414
600,30.8,38.50233459472656
601,30.3,46.12899398803711
602,30.0,37.45487976074219
603,29.9,24.273250579833984
604,29.6,44.89162826538086
605,29.4,25.731571197509766
606,29.3,32.14681625366211
607,29.2,47.254302978515625
608,29.1,31.942211151123047
609,29.1,36.022705078125
610,29.0,34.5538444519043
611,29.0,32.51665115356445
612,28.8,34.825157165527344
613,28.2,37.697914123535156
614,27.9,46.48759078979492
615,27.8,31.217599868774414
616,27.5,37.73727035522461
617,27.5,37.810245513916016
618,27.5,22.46586036682129
619,27.3,22.677614212036133
620,27.3,46.80549621582031
621,27.3,31.815914154052734
622,27.2,26.11257553100586
623,26.9,42.775001525878906
624,26.7,13.946231842041016
625,26.2,25.120386123657227
626,25.9,27.99956703186035
627,25.7,25.53078842163086
628,25.7,38.01604080200195
629,24.6,31.42738151550293
630,24.6,21.474658966064453
631,24.6,31.137283325195312
632,24.6,24.568931579589844
633,24.3,19.810264587402344
634,24.1,28.717809677124023
635,24.0,27.16883659362793
636,23.8,26.188825607299805
637,23.7,20.666601181030273
638,23.0,19.346208572387695
639,22.8,33.92696762084961
640,22.4,27.127822875976562
641,22.2,20.9870662689209
642,22.1,13.363031387329102
643,21.7,24.050823211669922
644,21.7,27.45793914794922
645,21.6,34.5287971496582
646,21.5,35.725341796875
647,21.2,20.684629440307617
648,20.9,35.765625
649,20.5,23.122188568115234
650,20.5,27.253673553466797
651,20.0,22.090545654296875
652,19.9,31.653793334960938
653,19.8,25.72645378112793
654,19.6,44.60948181152344
655,19.6,30.25693130493164
656,19.4,14.920549392700195
657,18.8,30.416292190551758
658,18.7,26.139427185058594
659,18.5,21.302715301513672
660,18.4,31.256061553955078
661,18.0,18.811756134033203
662,17.9,43.20084762573242
663,17.8,25.644554138183594
664,17.6,31.23702621459961
665,17.4,19.225446701049805
666,17.4,31.653453826904297
667,17.4,24.578441619873047
668,17.3,20.489734649658203
669,17.1,22.198375701904297
670,17.0,10.105962753295898
671,17.0,20.16699981689453
672,17.0,21.41071891784668
673,17.0,29.362207412719727
674,16.5,18.608442306518555
675,16.3,24.51108741760254
676,15.9,33.58583068847656
677,15.7,16.632549285888672
678,15.6,52.69820785522461
679,14.6,21.101022720336914
680,14.4,25.853870391845703
681,14.2,24.187999725341797
682,14.1,36.1103630065918
683,14.1,22.156614303588867
684,13.9,28.397798538208008
685,13.6,16.591062545776367
686,13.3,13.105528831481934
687,13.0,9.157011032104492
688,12.7,18.759998321533203
689,12.6,24.568931579589844
690,12.4,27.107833862304688
691,12.3,29.925331115722656
692,12.0,21.07492446899414
693,11.7,19.64858627319336
694,11.6,16.709367752075195
695,11.4,18.3759765625
696,11.4,9.145320892333984
697,11.3,22.729124069213867
698,10.7,23.701753616333008
699,10.5,19.988750457763672
700,10.4,19.048677444458008
701,10.0,19.198593139648438
702,10.0,22.98139190673828
703,9.6,13.946231842041016
704,9.4,18.641937255859375
705,9.2,12.414042472839355
706,8.8,21.41192626953125
707,8.8,14.970956802368164
708,8.0,20.766088485717773
709,7.9,20.084463119506836
710,7.8,9.357650756835938
711,6.8,24.49441909790039
712,6.4,9.157011032104492
713,6.3,15.444826126098633
714,6.1,29.91786003112793
715,5.9,17.133563995361328
716,5.7,24.13031578063965
717,5.3,18.293798446655273
718,5.0,13.84524154663086
719,4.1,21.720932006835938
720,3.7,5.8802947998046875
721,3.0,11.461289405822754
722,2.2,3.0091004371643066
723,0.6,4.797318935394287
