name score height speed length inversions status park country manufacturer type launch restraint "opening date" type1 train cost "closing date" vr
Vortex 17.9 88.5816 50.331051 2040.6576 2 Operating Carowinds "United States" B&M Steel "Chain lift hill" "Shoulder harness" 1992 NA "Stand Up" NA NA NA
Express 17.8 NA NA NA 0 Relocated "Fraispertuis City" France Soquet Steel "Chain lift hill" "Lap bar" 1987 NA NA NA 2005 NA
"Le Vol d'Icare" 17.6 36.0888 26.097582 1345.128 0 Operating "Parc Asterix" France Zierer Steel "Booster wheel lift hill" "Lap bar" NA Family "Sit Down" NA NA NA
"Woodstock Express" 17.4 NA NA 721.776 0 Operating "Walibi Rhône Alpes" France Zamperla Steel "Chain lift hill" "Lap bar" 2002 "Wild Mouse" NA NA NA NA
"Wild Mouse" 17.4 49.212 27.961695 1213.896 0 Operating "Dorney Park" "United States" Maurer Steel "Chain lift hill" "Lap bar" 2000 "Wild Mouse" NA NA NA NA
Dragon 17.4 NA NA NA 0 Operating "La Ronde" Canada Intamin Steel "Booster wheel lift hill" "Lap bar" 1994 NA NA NA NA NA
Comet 17.4 78.7392 39.767744 NA 3 Operating "Walygator Parc" France Vekoma Steel "Chain lift hill" "Shoulder harness" NA Looper "Sit Down" NA NA NA
"Wild Mouse" 17.3 45.9312 27.961695 1213.896 0 Operating Hersheypark "United States" Mack Steel "Chain lift hill" "Lap bar" 1999 "Wild Mouse" NA NA NA NA
Rollerskater 17.3 42.6504 27.961695 1099.068 0 Operating Plopsaland Belgium Vekoma Steel "Booster wheel lift hill" "Lap bar" 1990 NA NA NA NA NA
"Canopy Flyer" 17.1 NA NA NA 0 Operating "Universal Studios Singapore" Singapore SetPoint Steel "Chain lift hill" "Lap bar" NA Family Suspended NA NA NA
Ednör 17 111.5472 49.70968 2260.4712 5 Operating "La Ronde" Canada Vekoma Steel "Chain lift hill" "Shoulder harness" NA SLC Inverted NA NA NA
Donderstenen 17 29.5272 24.233469 728.3376 0 Operating "Avonturenpark Hellendoorn" Netherlands Zierer Steel "Booster wheel lift hill" "Lap bar" 2005 NA NA NA NA NA
"Sand Serpent" 17 45.9312 27.961695 1213.896 0 Operating "Busch Gardens Tampa" "United States" Mack Steel "Chain lift hill" "Lap bar" 2004 "Wild Mouse" NA NA NA NA
Maskerade 17 32.808 24.85484 774.2688 0 Operating "Wiener Prater" Austria Gerstlauer Steel "Vertical lift" "Lap bar" NA Indoor Spinning NA NA NA
Tulireki 17 55.7736 36.039518 1102.3488 0 Operating Linnanmäki Finland Mack Steel NA "Lap bar" 2004 NA NA NA NA NA
"Green Scream" 16.5 NA NA NA 0 Operating "Adventure Island" "United Kingdom" Zierer Steel "Booster wheel lift hill" "Lap bar" 1999 NA NA NA NA NA
Brontojet 16.3 36.0888 NA 1361.532 0 Operating "Movieland Park" Italy Schwarzkopf Steel "Electrical lift hill" "Lap bar" 7/31/10 NA "Sit Down" NA NA NA
Pikajuna 16.3 22.9656 22.990727 961.2744 0 Operating Linnanmäki Finland Mack Steel "Electrical lift hill" "Lap bar" 1990 E-Powered NA NA NA NA
Corkscrew 15.9 75.4584 39.767744 2401.5456 2 "Definitely closed" "Alton Towers" "United Kingdom" Vekoma Steel "Chain lift hill" "Shoulder harness" 1980 Looper NA NA NA NA
"The Walking Dead - The Ride" 15.9 42.6504 27.961695 1312.32 0 Operating "Thorpe Park" "United Kingdom" Vekoma Steel "Booster wheel lift hill" "Lap bar" 1996 "Family, Indoor" NA NA NA NA
"Sky Rider" 15.9 NA NA NA 0 Operating "Skyline Park" Germany Caripro Steel "Vertical lift" "Lap bar" 2001 NA Suspended NA NA NA
"Carolina Goldrusher" 15.7 NA NA 2398.2648 0 Operating Carowinds "United States" Arrow Hybrid "Chain lift hill" "Lap bar" 1973 "Mine Train" NA NA NA NA
"Kung Fu Panda Master" 15.6 45.9312 7.456452 NA 0 Operating Gardaland Italy Fabbri Steel "Chain lift hill" "Lap bar" 5/14/16 NA Spinning NA NA NA
"Wild Mouse" 15.6 42.6504 29.204437 1377.936 0 Operating "Beech Bend" "United States" Zamperla Steel "Chain lift hill" "Lap bar" 2005 "Wild Mouse" NA NA NA NA
"Dragon Fire" 15.5 78.7392 50.331051 2158.7664 4 Operating "Canada's Wonderland" Canada Arrow Steel "Chain lift hill" "Shoulder harness" 1981 Looper NA NA NA NA
"G Force" 15.5 82.02 43.49597 1263.108 3 "Temporarily closed" "Drayton Manor" "United Kingdom" Maurer Steel "Chain lift hill" "Lap bar" 2005 Looper NA NA NA NA
"Canyon Blaster" 15.3 55.7736 44.738712 2001.288 0 Operating "Great Escape" "United States" Arrow Steel "Chain lift hill" "Lap bar" 2003 "Mine Train" NA NA NA NA
"Speedy Bob (Left)" 14.9 45.9312 27.961695 1213.896 0 "Definitely closed" Bobbejaanland Belgium Mack Steel "Chain lift hill" "Common lap bar" NA "Wild Mouse" "Sit Down" NA NA NA
"Big Loop" 14.9 98.424 39.146373 2316.2448 4 Operating "Heide Park" Germany Vekoma Steel "Chain lift hill" "Shoulder harness" 1983 Looper NA NA NA NA
"La Souris verte" 14.6 42.6504 33.554034 NA 0 Operating "Parc Saint Paul" France Zamperla Steel "Chain lift hill" "Lap bar" 2007 "Wild Mouse" NA NA NA NA
Demon 14.6 101.7048 50.331051 2129.2392 4 Operating "Six Flags Great America" "United States" Arrow Steel "Chain lift hill" "Shoulder harness" 1976 Looper NA NA NA NA
"Cedar Creek Mine Ride" 14.6 49.212 31.06855 2539.3392 0 Operating "Cedar Point" "United States" Arrow Hybrid "Chain lift hill" "Lap bar" 1969 "Mine Train" NA NA NA NA
"Tig'rr Coaster" 14.4 45.9312 31.06855 1765.0704 0 Operating "Indiana Beach" "United States" Schwarzkopf NA "Chain lift hill" "Lap bar" 1984 NA NA NA NA NA
Anaconda 14.2 144.3552 50.331051 2700.0984 4 Operating "Kings Dominion" "United States" Arrow Steel "Chain lift hill" "Shoulder harness" 1991 Looper NA NA NA NA
"Tokio express" 14.2 NA NA NA 0 Operating Foire N/A Soquet Steel "Electrical launch" "Lap bar" 1992 "E-Powered, Family" NA NA NA NA
Tornado 14.1 91.8624 57.787503 2841.1728 0 Operating Adventureland "United States" "William J. Cobb" Steel "Chain lift hill" "Lap bar" 1978 NA NA NA NA NA
"Gadget's Go Coaster" 14.1 29.5272 21.747985 679.1256 0 Operating Disneyland "United States" Vekoma Steel "Booster wheel lift hill" "Lap bar" 1993 NA NA NA NA NA
Dragon 13.9 16.404 NA 656.16 0 Operating "Jardin d'Acclimatation" France Soquet Steel "Chain lift hill" "Lap bar" 1987 NA NA NA NA NA
"Gotham City Gauntlet: Escape from Arkham Asylum" 13.7 49.212 27.961695 1213.896 0 Operating "Six Flags New England" "United States" Maurer Steel "Chain lift hill" "Lap bar" 4/16/11 "Wild Mouse" NA NA NA NA
"Gwazi - Lion" 13.7 104.9856 49.70968 3510.456 0 "Definitely closed" "Busch Gardens Tampa" "United States" GCI Wooden "Chain lift hill" "Lap bar" 1999 Twister NA NA NA NA
"Rolling Thunder" 13.6 95.1432 55.92339 3198.78 0 "Definitely closed" "Six Flags Great Adventure" "United States" "Don Rosser & Bill Cobb" Wooden "Chain lift hill" "Lap bar" 1979 Twister NA NA NA NA
Gruvbanan 13.6 NA NA NA 0 Operating "Skara Sommarland" Sweden Mack E-Powered NA "Common lap bar" 1987 NA NA NA NA NA
Twistrix 13.3 NA NA NA 0 Operating "Drievliet Family Park" Netherlands Maurer Steel "Booster wheel lift hill" "Lap bar" 2001 NA Spinning NA NA NA
Boomerang 13 118.1088 47.224196 935.028 3 Operating Bellewaerde Belgium Vekoma Steel "Cable lift hill" "Shoulder harness" 1984 "Shuttle, Boomerang" NA NA NA NA
"Dream Hunters Society" 13 NA NA NA 0 Operating Legendia Poland Unknown Steel "Chain lift hill" "Common lap bar" NA "Zyklon Z47" "Sit Down" NA NA NA
Vortex 12.8 147.636 55.302019 3799.1664 6 Operating "Kings Island" "United States" Arrow Steel "Chain lift hill" "Shoulder harness" 1987 Looper NA NA NA NA
"Canyon Blaster" 12.8 95.1432 41.010486 2424.5112 4 Operating Adventuredome "United States" Arrow Steel "Chain lift hill" "Shoulder harness" 1993 Looper NA NA NA NA
"Silver Mine" 12.8 NA NA NA 0 "Definitely closed" "Freizeitpark Plohn" Germany Zierer Steel "Chain lift hill" "Common lap bar" 2000 "Flitzer, Family" NA NA NA NA
"Le Train de la Mine" 12.7 22.9656 22.369356 NA 0 Operating Cigoland France Soquet Steel NA "Lap bar" 2002 "Mine Train" NA NA NA NA
"Dizzy Mouse" 12.6 42.6504 29.204437 1377.936 0 Operating "Wiener Prater" Austria Reverchon Steel "Chain lift hill" "Lap bar" NA "Wild Mouse" Spinning NA NA NA
Tyfonen 12.6 42.6504 29.204437 1377.936 0 Operating "Tivoli Friheden" Denmark Zamperla Steel "Chain lift hill" "Lap bar" 2006 "Wild Mouse" NA NA NA NA
"Runaway Mine Train" 12.4 NA 37.903631 NA 0 Operating "Six Flags Great Adventure" "United States" Arrow Steel "Chain lift hill" "Lap bar" 1974 "Mine Train" NA NA NA NA
"Formula One" 12.3 42.6504 29.204437 1377.936 0 Operating "Magic Park Land" France Fabbri Steel "Chain lift hill" "Shoulder harness" NA "Wild Mouse" Spinning NA NA NA
"Primeval Whirl" 12.2 42.6504 29.204437 1377.936 0 Operating "Disney's Animal Kingdom" "United States" Reverchon Steel "Chain lift hill" "Lap bar" 2002 NA Spinning NA NA NA
"Speedy Bob (Right)" 12 45.9312 27.961695 1213.896 0 Operating Bobbejaanland Belgium Mack Steel "Chain lift hill" "Lap bar" NA "Wild Mouse" "Sit Down" NA NA NA
"Gold Digger" 11.9 49.212 21.747985 1181.088 0 Operating Mirabilandia Italy "L&T Systems" Steel "Chain lift hill" "Lap bar" 1998 "Wild Mouse" NA NA NA NA
Tornado 11.9 82.02 43.49597 1509.168 2 Operating "Avonturenpark Hellendoorn" Netherlands Vekoma Steel "Chain lift hill" "Shoulder harness" 1990 Looper NA NA NA NA
Kopermijn 11.8 49.212 27.961695 1213.896 0 Operating "Drievliet Family Park" Netherlands Maurer Steel "Chain lift hill" "Lap bar" 1996 "Wild Mouse" NA NA NA NA
Drakkar 11.7 NA NA NA 0 Operating Didiland France Soquet Steel "Chain lift hill" "Common lap bar" 2000 "Junior Coaster" NA NA NA NA
Infusion 11.6 111.5472 49.70968 2260.4712 5 Operating "Blackpool Pleasure Beach" "United Kingdom" Vekoma Steel "Chain lift hill" "Shoulder harness" 2007 NA Inverted NA NA NA
"Primeval Whirl (2)" 11.4 42.6504 29.204437 1377.936 0 Operating "Disney's Animal Kingdom" "United States" Reverchon Steel "Chain lift hill" "Lap bar" NA "Wild Mouse" Spinning NA NA NA
"Sequoia Adventure" 11.4 98.424 NA NA 0 "Temporarily closed" Gardaland Italy S&S Steel NA "Shoulder harness" 2005 "Screaming Squirrel" NA NA NA NA
"Goofy's Sky School" 11.3 NA 27.340324 NA 0 Operating "Disney California Adventure" "United States" Mack Steel "Chain lift hill" "Lap bar" 2001 "Wild Mouse" NA NA NA NA
"Super Manège" 11.1 75.4584 39.767744 2401.5456 2 Operating "La Ronde" Canada Vekoma Steel "Chain lift hill" "Lap bar" 1981 Looper NA NA NA NA
"Soarin' Eagle" 10.9 49.212 25.476211 1282.7928 2 Operating "Luna Park" "United States" Zamperla Steel "Spiral lift" "Flying restraint" 2011 NA Flying NA NA NA
"Wild Mouse" 10.7 45.9312 NA 1213.896 0 Operating "Nagashima Spa Land" Japan Mack Steel "Chain lift hill" "Lap bar" 1996 "Wild Mouse" NA NA NA NA
"Crazy Mouse (Degousse)" 10.7 NA NA NA 0 Operating Foire N/A Reverchon Steel NA Unknown NA NA NA NA NA NA
"Rockstar Coaster" 10.5 42.6504 29.204437 1377.936 0 Operating "Fun Spot Kissimmee" "United States" Zamperla NA NA None 7/2/11 NA NA NA NA NA
"Puss in Boots Giant Journey" 10.4 55.7736 NA 1400.9016 0 Operating "Universal Studios Singapore" Singapore Zamperla Steel "Spiral lift" None NA Family Inverted NA NA NA
"River King Mine Train" 10.3 42.6504 37.28226 2499.9696 0 Operating "Six Flags St Louis" "United States" Arrow Steel "Chain lift hill" "Lap bar" 1971 "Mine Train" NA NA NA NA
"Wild Mouse" 10.3 49.212 27.961695 1213.896 0 "Definitely closed" "Flamingo Land Theme Park and Zoo" "United Kingdom" Maurer Steel "Chain lift hill" "Lap bar" 1997 "Wild Mouse" NA NA NA NA
"Wilde Maus" 10.3 49.212 27.961695 1213.896 0 Operating "Wiener Prater" Austria Maurer Steel "Chain lift hill" "Lap bar" 1997 "Wild Mouse" NA NA NA NA
"Toboggan Nordique" 10.1 42.6504 11.184678 885.816 0 Operating "La Ronde" Canada Zamperla Steel "Chain lift hill" "Lap bar" 2003 "Wild Mouse" NA NA NA NA
Goudurix 10 121.3896 46.602825 3116.76 7 Operating "Parc Asterix" France Vekoma Steel "Chain lift hill" "Shoulder harness" NA Looper "Sit Down" NA NA NA
"Dream catcher" 10 82.02 27.961695 1968.48 0 Operating Bobbejaanland Belgium Vekoma Steel "Chain lift hill" "Shoulder harness" 1987 NA Suspended NA NA NA
"Kiddy Hawk" 9.6 49.212 26.097582 1122.0336 0 Operating Carowinds "United States" Vekoma Steel "Booster wheel lift hill" "Shoulder harness" NA Family Suspended NA NA NA
Boomerang 9.5 118.1088 47.224196 935.028 3 "Definitely closed" "Knott's Berry Farm" "United States" Vekoma Steel "Cable lift hill" "Shoulder harness" 4/6/90 "Shuttle, Boomerang" NA NA NA NA
"Runaway Mine Train" 9.4 36.0888 NA 2398.2648 0 Operating "Six flags Over Texas" "United States" Arrow Steel "Chain lift hill" "Lap bar" 8/1/66 "Mine Train" NA NA NA NA
"Crazy Coaster" 9.2 NA NA NA 0 Operating "South Pier" "United Kingdom" Reverchon NA NA "Lap bar" 2018 NA Spinning NA NA NA
"Coast Rider" 9.1 52.4928 NA 1345.128 0 Operating "Knott's Berry Farm" "United States" Mack Steel "Chain lift hill" "Lap bar" 5/25/13 "Wild Mouse" NA NA NA NA
"Train de la Mine" 8.8 NA NA NA 0 Operating "Papea Parc" France Soquet Steel "Chain lift hill" "Lap bar" 1995 Family NA NA NA NA
"Crazy Mouse" 8.8 42.6504 31.06855 1377.936 0 Operating Foire N/A Reverchon Steel "Chain lift hill" "Lap bar" 1996 NA NA NA NA NA
Pegasus 8.6 49.212 34.175405 1614.1536 0 "Definitely closed" Efteling Netherlands "Dinn Corp." Wooden "Chain lift hill" "Lap bar" 1991 Twister NA NA NA NA
Bandit 8.2 91.8624 49.70968 3605.5992 0 Operating "Movie Park Germany" Germany RCCA Wooden "Chain lift hill" "Lap bar" 1999 Twister NA NA NA NA
"Orkanens Øje" 8 36.0888 NA 1197.492 1 Operating "Tivoli Friheden" Denmark Pinfari Steel "Chain lift hill" "Lap bar" 1986 Looper NA NA NA NA
Cobra 7.9 118.1088 47.224196 935.028 3 Operating "Walibi Belgium" Belgium Vekoma Steel "Cable lift hill" "Shoulder harness" 2001 "Shuttle, Boomerang" NA NA NA NA
"Buffalo Mountain Coaster" 7.9 NA NA NA 0 Operating "Drayton Manor" "United Kingdom" Zamperla Steel NA "Lap bar" 1987 E-Powered NA NA NA NA
"Turbo coaster" 7.8 36.0888 NA 1197.492 1 Operating "Brighton pier" "United Kingdom" Pinfari Steel "Chain lift hill" "Shoulder harness" NA Looper NA NA NA NA
Sidewinder 7.6 118.1088 47.224196 935.028 3 Operating Hersheypark "United States" Vekoma Steel "Cable lift hill" "Lap bar" 1991 Shuttle NA NA NA NA
"Holly's Wilde Autofahrt" 7.1 49.212 27.961695 1213.896 0 "Definitely closed" "Holiday Park" Germany Maurer Steel "Chain lift hill" "Lap bar" 8/10/10 "Wild Mouse" NA NA NA NA
"Dahlonega Mine Train" 7 36.0888 29.204437 2322.8064 0 Operating "Six Flags Over Georgia" "United States" Arrow Steel "Chain lift hill" "Lap bar" 1967 "Mine Train" NA NA NA NA
Anaconda 6.9 114.828 52.816535 3936.96 0 Operating "Walygator Parc" France "William J. Cobb" Wooden "Chain lift hill" "Lap bar" 1989 "Out & Back" NA NA NA NA
"Boomerang Coast to Coaster" 6.8 118.1088 47.224196 935.028 3 Operating "Great Escape" "United States" Vekoma Steel "Cable lift hill" "Shoulder harness" 1997 Shuttle NA NA NA NA
Nitro 6.8 32.808 31.06855 1509.168 0 Operating "Dennlys Parc" France "Preston & Barbieri" Steel "Chain lift hill" "Lap bar" 7/25/10 NA NA NA NA NA
Bat 6.7 118.1088 47.224196 935.028 3 Operating "Canada's Wonderland" Canada Vekoma Steel "Cable lift hill" "Shoulder harness" 1987 "Shuttle, Boomerang" NA NA NA NA
Vampire 6.5 108.2664 49.70968 2260.4712 5 Operating "Walibi Belgium" Belgium Vekoma Steel "Chain lift hill" "Shoulder harness" 1999 NA Inverted NA NA NA
Corkscrew 6.5 75.4584 43.49597 2017.692 3 Operating "Cedar Point" "United States" Arrow Steel "Chain lift hill" "Shoulder harness" 1976 Looper NA NA NA NA
"Scary Toys Factory" 6.4 NA NA NA 0 Operating Legendia Poland Unknown Steel "Chain lift hill" "Common lap bar" NA "Zyklon Z47" "Sit Down" NA NA NA
"Carolina Cyclone" 6.3 65.616 41.010486 2099.712 4 Operating Carowinds "United States" Arrow Steel "Chain lift hill" "Shoulder harness" 1980 Looper NA NA NA NA
"Flying Fish" 6.3 19.6848 18.64113 767.7072 0 Operating "Thorpe Park" "United Kingdom" Mack Steel NA "Lap bar" 1983 E-Powered NA NA NA NA
"Super Wirbel" 6.3 75.4584 39.767744 2401.5456 2 "Definitely closed" "Holiday Park" Germany Vekoma Steel "Chain lift hill" "Shoulder harness" 1979 Looper NA NA NA NA
"Spinning Out" 6.1 NA NA NA 0 Operating "Beech Bend" "United States" SBF Steel "Booster wheel lift hill" "Lap bar" 5/7/16 NA Spinning NA NA NA
Rexplorer 5.9 13.1232 22.369356 820.2 0 Operating Mirabilandia Italy Mack Steel NA "Lap bar" 1992 E-Powered NA NA NA NA
Zoomerang 5.8 114.828 46.602825 935.028 3 Operating "Lake Compounce" "United States" Vekoma Steel "Cable lift hill" "Shoulder harness" 1997 Shuttle NA NA NA NA
"Blue Tornado" 5.7 108.2664 49.70968 2509.812 5 Operating Gardaland Italy Vekoma Steel "Chain lift hill" "Shoulder harness" 1998 SLC NA NA NA NA
Loopen 5.7 NA NA NA 2 Operating TusenFryd Norway Vekoma Steel "Chain lift hill" "Shoulder harness" 1988 Looper NA NA NA NA
"Magic Mouse" 5.5 36.0888 26.718953 1017.048 0 "Definitely closed" Didiland France SBF Steel "Chain lift hill" "Shoulder harness" 4/2/10 NA Spinning NA NA NA
Imoogi 5.3 55.7736 NA NA 0 Operating "Le Fleury" France Pinfari Steel "Chain lift hill" None 7/10/16 "Zyklon Z47, Family" NA NA NA NA
"Blue Hawk" 5.1 121.3896 52.195164 2742.7488 5 Operating "Six Flags Over Georgia" "United States" Vekoma Steel "Chain lift hill" "Shoulder harness" 1992 Looper NA NA NA NA
Ninja 5 108.2664 54.680648 2431.0728 4 Operating "Six Flags St Louis" "United States" Vekoma Steel "Chain lift hill" "Shoulder harness" 1989 Looper NA NA NA NA
King 5 91.8624 55.92339 2362.176 0 Operating Foire N/A Soquet Steel "Chain lift hill" "Shoulder harness" 1995 NA "Sit Down" NA NA NA
"Steamin' Demon" 5 68.8968 43.49597 1601.0304 3 Operating "Great Escape" "United States" Arrow Steel "Chain lift hill" "Shoulder harness" 1984 Looper NA NA NA NA
"Mind Eraser" 4.9 111.5472 49.70968 2260.4712 5 Operating "Six Flags New England" "United States" Vekoma Steel "Chain lift hill" "Shoulder harness" 1997 SLC NA NA NA NA
T3 4.2 101.7048 49.70968 2171.8896 5 Operating "Kentucky Kingdom" "United States" Vekoma Steel "Chain lift hill" "Shoulder harness" 1995 SLC NA NA NA NA
"Master Thaï" 4.1 36.0888 NA 1410.744 0 Operating Mirabilandia Italy "Preston & Barbieri" Steel "Chain lift hill" "Lap bar" 2011 Family NA NA NA NA
Boomerang 4 118.1088 46.602825 875.9736 3 Operating "Six Flags St Louis" "United States" Vekoma Steel "Chain lift hill" "Shoulder harness" 2013 Boomerang NA NA NA NA
MP-Xpress 3.8 108.2664 49.70968 2260.4712 5 Operating "Movie Park Germany" Germany Vekoma Steel "Chain lift hill" "Shoulder harness" 2001 SLC NA NA NA NA
Trombi 3.7 49.212 25.476211 1282.7928 2 Operating "Särkänniemi Amusement Park" Finland Zamperla Steel "Electrical lift hill" "Flying restraint" 2005 NA Flying NA NA NA
"Mind Eraser" 3.2 108.2664 49.70968 2260.4712 5 Operating "Six Flags America" "United States" Vekoma Steel "Chain lift hill" "Shoulder harness" 1995 SLC NA NA NA NA
"Boomerang Coast to Coaster" 3.1 118.1088 47.224196 935.028 3 Operating "Six Flags Discovery Kingdom" "United States" Vekoma Steel "Chain lift hill" "Shoulder harness" 1998 "Shuttle, Boomerang" NA NA NA NA
Boomerang 3 118.1088 47.224196 935.028 3 Operating "Worlds of Fun" "United States" Vekoma Steel "Cable lift hill" "Shoulder harness" 2000 Shuttle NA NA NA NA
Familienachterbahn 3 NA NA NA 0 Operating "Schloss Beck Freizeitpark" Germany Zierer "Tivoli Medium" NA None NA NA NA NA NA NA
"Coaster Express" 3 118.1088 55.92339 4573.4352 0 Operating "Parque Warner Madrid" Spain RCCA Wooden "Chain lift hill" "Lap bar" 2002 Twister NA NA NA NA
Flashback 2.7 118.1088 46.602825 875.9736 3 Operating "Six Flags New England" "United States" Vekoma Steel "Chain lift hill" "Shoulder harness" 2000 "Shuttle, Boomerang" NA NA NA NA
Limit 2.7 108.2664 49.70968 2260.4712 5 Operating "Heide Park" Germany Vekoma Steel "Chain lift hill" "Shoulder harness" 1999 SLC NA NA NA NA
Boomerang 2.7 118.1088 47.224196 935.028 3 Operating "La Ronde" Canada Vekoma Steel "Cable lift hill" "Shoulder harness" 1984 "Shuttle, Boomerang" NA NA NA NA
Demon 2.6 101.7048 50.331051 2129.2392 4 Operating "California's Great America " "United States" Arrow Steel "Chain lift hill" "Shoulder harness" 1976 Looper NA NA NA NA
"Flight Deck" 2.2 108.2664 49.70968 3244.7112 5 Operating "Canada's Wonderland" Canada Vekoma Steel "Chain lift hill" "Shoulder harness" NA SLC Inverted NA NA NA
"El Paso-Express" 1.8 32.808 NA NA 0 "Definitely closed" "Hansa Park" Germany Schwarzkopf Steel "Electrical launch" "Lap bar" 1989 E-Powered NA NA NA NA
"Time Warp" 1.4 49.212 25.476211 1282.7928 2 Operating "Canada's Wonderland" Canada Zamperla Steel "Electrical lift hill" "Flying restraint" 2004 NA Flying NA NA NA
Looping 1.3 NA NA NA 1 "Definitely closed" "Parc Saint Paul" France Soquet Steel "Electrical lift hill" "Shoulder harness" 2003 Looper NA NA NA NA
Kong 0.6 111.5472 49.70968 2260.4712 5 Operating "Six Flags Discovery Kingdom" "United States" Vekoma Steel "Chain lift hill" "Shoulder harness" 1998 SLC NA NA NA NA
"Viking Roller Coaster" 0.6 42.6504 NA 1049.856 0 Operating Energylandia Poland SBF Steel "Chain lift hill" "Shoulder harness" NA "Wild Mouse" Spinning NA NA NA
"El Condor" 0.5 101.7048 49.70968 2171.8896 5 Operating "Walibi Holland" Netherlands Vekoma Steel "Chain lift hill" "Shoulder harness" 1994 SLC NA NA NA NA
Volare 0.3 68.8968 31.06855 1436.9904 2 Operating "Wiener Prater" Austria Zamperla Steel "Spiral lift" "Flying restraint" 2004 NA Flying NA NA NA
